time,footprint_clearance_m
0.0,0.029999999999999992
0.1,0.024015826046254962
0.2,0.01923122730424129
0.30000000000000004,0.016250600646391555
0.4,0.014560256624742723
0.5,0.012784604197480648
0.6000000000000001,0.010905445997434343
0.7000000000000001,0.00899301548898293
0.8,0.007216490634125966
0.9,0.005793964639449756
1.0,0.0046559885014886004
1.1,0.0037467346538073987
1.2000000000000002,0.003017652682284294
1.3,0.0024352017791499925
1.4000000000000001,0.001970068384994944
1.5,0.0016001809259277855
1.6,0.001300866517412319
1.7000000000000002,0.0010617499171940846
1.8,0.0008729761189104506
1.9000000000000001,0.0007243115318079982
2.0,0.0006091135279388114
2.1,0.0005219684619586415
2.2,0.0004407363688313612
2.3000000000000003,0.0009339353434720045
2.4000000000000004,0.002650791409038441
2.5,0.002241178955710444
2.6,0.0018014376370291667
2.7,0.0014607507904364609
2.8000000000000003,0.0011887195733882867
2.9000000000000004,0.0009728884824482697
3.0,0.0008048660069050312
3.1,0.0007397315228175404
3.2,0.0008273766238458299
3.3000000000000003,0.0011121076878549932
3.4000000000000004,0.0016327358987473235
3.5,0.002421938130150505
3.6,0.003505806559235598
3.7,0.00490321473437331
3.8000000000000003,0.006624918309786307
3.9000000000000004,0.008956445992488281
4.0,0.011088163368567883
4.1000000000000005,0.008890139389606255
4.2,0.007132429875806423
4.3,0.005727030062899319
4.4,0.004604245289713149
4.5,0.003704628911162189
4.6000000000000005,0.0029851028740388494
4.7,0.0024100722661296306
4.800000000000001,0.0019507783023967773
4.9,0.0015860797463397786
5.0,0.0012900391563017647
5.1000000000000005,0.00105503235238453
5.2,0.0008683995423393522
5.300000000000001,0.0007707052361307875
5.4,0.0006381555327680671
5.5,0.0008457393272891829
5.6000000000000005,0.0008457833515165245
5.7,0.0009375218008406466
5.800000000000001,0.0010848460486510864
5.9,0.0012641807855189125
6.0,0.0014711191255333943
6.1000000000000005,0.0017016415986256756
6.2,0.0019521200653632733
6.300000000000001,0.0022192783153651683
6.4,0.004259461446185514
6.5,0.012184188846258326
6.6000000000000005,0.02037848583120999
6.7,0.028569501395215635
6.800000000000001,0.03675727726238093
6.9,0.04485762589824027
7.0,0.052556774580301335
7.1000000000000005,0.05977288028480893
7.2,0.06149430215005436
7.300000000000001,0.054000397009251744
7.4,0.0469444877852242
7.5,0.04043654583953449
7.6000000000000005,0.035111123626875344
7.7,0.03309049717961963
7.800000000000001,0.026435697282785532
7.9,0.030892719220841552
8.0,0.02469914174270246
8.1,0.019759318077600372
