timestep,time,x,y,theta,v,omega,solver_computation_time,solver_raw_status,solver_status_code,solver_success
0,0.1,0.3090564520231672,0.2,-2.994871386357499e-10,0.0905645202316724,-2.994871386357499e-09,0.0665278434753418,success,0,True
1,0.2,0.3159732384024431,0.19999999999792853,0.11074940590253674,0.06916786379275916,1.1074940620202387,0.05857515335083008,success,0,True
2,0.30000000000000004,0.3232683345321754,0.20081124704042322,0.18822235881533286,0.07340064666335798,0.7747295291279612,0.05942082405090332,success,0,True
3,0.4,0.3331043683498305,0.20268478599115156,0.24435600705820826,0.10012877182006696,0.561336482428754,0.055818796157836914,success,0,True
4,0.5,0.34102832502060454,0.20466053370563272,0.32861771900678516,0.08166557925563366,0.8426171194857688,0.0524752140045166,success,0,True
5,0.6000000000000001,0.3511866863027402,0.20812434334365096,0.3679913587444178,0.10732673532108404,0.3937363973763263,0.05314135551452637,success,0,True
6,0.7000000000000001,0.3604496445197673,0.2116957152381177,0.4649625639552881,0.09927592464388182,0.969712052108703,0.05519890785217285,success,0,True
7,0.8,0.37038104843257,0.21667775212976118,0.5103232237581463,0.11110961941656101,0.4536065980285823,0.06063508987426758,success,0,True
8,0.9,0.38167033342907025,0.22299730361367842,0.5576623840355558,0.12937723396721912,0.47339160277409476,0.05833315849304199,success,0,True
9,1.0,0.39093434173671093,0.22877524560378643,0.6105486301542403,0.10918171255530318,0.5288624611868457,0.05519390106201172,success,0,True
10,1.1,0.3991598386434309,0.23453092030154796,0.6629710947691112,0.10039252491541012,0.5242246461487086,0.05939197540283203,success,0,True
11,1.2000000000000002,0.41149528767997934,0.24416338418006878,0.6925704485590889,0.15650803918786158,0.29599353789977745,0.061545372009277344,success,0,True
12,1.3,0.42035609376867206,0.2515148998204347,0.775392146568143,0.11513412472067429,0.828216980090541,0.054137229919433594,success,0,True
13,1.4000000000000001,0.43138459425131725,0.2623248768367664,0.8077028372318127,0.15442908598749316,0.32310690663669595,0.05944085121154785,success,0,True
14,1.5,0.4389777500104985,0.2702645446238482,0.9054119705128666,0.10986097530625323,0.9770913328105394,0.05299234390258789,success,0,True
15,1.6,0.4497123430518614,0.2839432147332984,0.9444149392089423,0.17387855064005014,0.3900296869607567,0.061849355697631836,success,0,True
16,1.7000000000000002,0.458740453603719,0.29642009815397924,0.9695004358889511,0.15400629858217538,0.2508549668000884,0.13080763816833496,success,0,True
17,1.8,0.4652039643338674,0.3058415634473928,1.0069269121963438,0.11425453130346253,0.374264763073928,0.1338798999786377,success,0,True
18,1.9000000000000001,0.4700023242745357,0.31342966660197563,1.108810679367936,0.08977948964256849,1.0188376717159229,0.06441426277160645,success,0,True
19,2.0,0.4746915106716278,0.32284713562303224,1.1542513928149458,0.10520322800619486,0.4544071344700985,0.05732274055480957,success,0,True
20,2.1,0.4786885798460091,0.3318813911644233,1.172647522029969,0.09878984521292881,0.18396129215023305,0.059398651123046875,success,0,True
21,2.2,0.48319431506262933,0.34259370190531074,1.139700226476207,0.11621327430703628,-0.32947295553762035,0.05332660675048828,success,0,True
22,2.3000000000000003,0.48564704128354935,0.3479263143289022,1.123476876987576,0.058696355231845965,-0.16223349488631097,0.13251709938049316,success,0,True
23,2.4000000000000004,0.49034846804922777,0.3577259901031572,1.1470849982459406,0.10869087308213032,0.23608121258364614,0.13103461265563965,success,0,True
24,2.5,0.4925806911519551,0.36267514215977775,1.2526024211497124,0.05429265701722539,1.0551742290377177,0.060906171798706055,success,0,True
25,2.6,0.4960649118967265,0.3732530629175861,1.309125650011291,0.11136974533362648,0.565232288615787,0.054921865463256836,success,0,True
26,2.7,0.49779428413869553,0.3797104924444271,1.338631106649107,0.06684992479084154,0.2950545663781588,0.059279680252075195,success,0,True
27,2.8000000000000003,0.5006976437793346,0.391990569808924,1.399051111349682,0.12618628977861265,0.6042000470057503,0.06539630889892578,success,0,True
28,2.9000000000000004,0.5018111838399216,0.39841037012918096,1.4289319446068733,0.06515658648095657,0.2988083325719147,0.13570284843444824,success,0,True
29,3.0,0.5039790126327917,0.4135887138996247,1.471314468696536,0.15332371026327407,0.4238252408966269,0.12881755828857422,success,0,True
30,3.1,0.5047464590504136,0.42127768399570437,1.4923625096463957,0.07727175107523303,0.2104804094985972,0.13675403594970703,success,0,True
31,3.2,0.5059887740104029,0.4370842128913566,1.5135511179849626,0.15855273639672818,0.21188608338566872,0.13109183311462402,success,0,True
32,3.3000000000000003,0.5067899691009403,0.45106476672447976,1.5738752655134505,0.14003492387756555,0.6032414752848803,0.0583949089050293,success,0,True
33,3.4000000000000004,0.5067339105849208,0.4692717997320602,1.5938809312236102,0.18207119308016328,0.2000566571015973,0.054083824157714844,success,0,True
34,3.5,0.506306913036781,0.48776558410308235,1.6095007614853494,0.18498713124646848,0.15619830261739245,0.059332847595214844,success,0,True
35,3.6,0.5048774637891305,0.5246795811753585,1.527656656195892,0.3694166353866085,-0.8184410528945743,0.05624198913574219,success,0,True
36,3.7,0.5056958109203873,0.5436375240709935,1.4876900932196866,0.18975597246500386,-0.3996656297620534,0.1405808925628662,success,0,True
37,3.8000000000000003,0.5072884399342404,0.5627571578357405,1.4870691547039503,0.19185850579888833,-0.006209385157363911,0.14803433418273926,success,0,True
38,3.9000000000000004,0.5084991907704824,0.5771840190952694,1.4219271208288626,0.1447757726241361,-0.6514203387508773,0.06029868125915527,success,0,True
39,4.0,0.5121627705728939,0.6016113381849678,1.4061544526472107,0.24700520943465534,-0.15772668181651955,0.14840364456176758,success,0,True
40,4.1000000000000005,0.5155254944546651,0.6218509306700168,1.4564926565380871,0.20517042083738218,0.5033820389087642,0.13756513595581055,success,0,True
41,4.2,0.5166933020398594,0.6320231081424409,1.560325733678771,0.1023899258162293,1.0383307714068382,0.05329084396362305,success,0,True
42,4.3,0.5168916480351171,0.6509655638908071,1.6177196229495237,0.18943494157959537,0.5739388927075273,0.05710887908935547,success,0,True
43,4.4,0.5163982794525962,0.6614722092208619,1.6505584627692962,0.10518222694437628,0.32838839819772514,0.0629270076751709,success,0,True
44,4.5,0.5151447174885406,0.6771551198426052,1.6489333956853431,0.15732930533353146,-0.016250670839530634,0.05770230293273926,success,0,True
