time,stage,v,omega,sigma_f,sigma_l,sigma_psi,P_lpsi
0.0,0,0.09056452079063243,-1.8401616167143786e-08,0.00020000006197108891,0.0002500000716026717,0.0002500000716026717,1.0593859755785107e-27
0.0,1,0.09342219711734878,-1.7459986051144433e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,5.660282549414528e-10
0.0,2,0.09550663667506479,-1.6577087003993312e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,1.1499169869248828e-09
0.0,3,0.09714885956739647,-1.572319947903408e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,1.7468334661440376e-09
0.0,4,0.0985557066959475,-1.4879525865927508e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,2.3540138384402657e-09
0.0,5,0.09986073019419503,-1.4034400817925137e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,2.9699870052899378e-09
0.0,6,0.10115405007719687,-1.3180842283337497e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,3.5941165690036566e-09
0.0,7,0.10249949120467851,-1.2314948048891891e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,4.226329381986137e-09
0.0,8,0.10394390037384328,-1.143483576736257e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,4.866951202015378e-09
0.0,9,0.10552149140106784,-1.053993768909399e-08,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,5.5166005793518985e-09
0.0,10,0.10725482441288584,-9.63052979549266e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,6.176109900608573e-09
0.0,11,0.10915325658712935,-8.707417431808639e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,6.84645255318911e-09
0.0,12,0.11120919302601848,-7.771726301191665e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,7.528660406858669e-09
0.0,13,0.1133920773795915,-6.824764857211028e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,8.223717863271284e-09
0.0,14,0.1156396917069088,-5.867935312088084e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,8.932418346893732e-09
0.0,15,0.117859600568936,-4.902677846447668e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,9.655166420061912e-09
0.0,16,0.119927857882318,-3.930437514083625e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,1.0391788923617762e-08
0.0,17,0.12162340763856787,-2.9526466309639212e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,1.1141338035382251e-08
0.0,18,0.12257746873601187,-1.970717662039804e-09,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,1.19014843331233e-08
0.0,19,0.12222422470979076,-9.860431208343885e-10,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,1.2667593512723375e-08
0.0,20,,,0.00020000015293730904,0.0002500001443756391,0.0002500001443756391,1.3431494917159568e-08
0.1,0,0.07138475020398516,0.7664618653311623,0.00019999994671787084,0.0002499999573521522,0.000250000001671099,-1.6145742978325563e-15
0.1,1,0.07300832817297444,0.710836256571978,0.0009927657285294237,0.0020240806298635937,0.0035488529737466305,3.634468867864866e-08
0.1,2,0.07417563913520794,0.6565645692344886,0.001402954660033496,0.0030026584929262377,0.005118286518374447,1.9275332576292032e-07
0.1,3,0.07500189042083438,0.604229590293907,0.0017255968746779744,0.0038965527796732463,0.006407508139149255,4.851328623826925e-07
0.1,4,0.07555139022873439,0.5541584723315299,0.002001160572624279,0.00477315018740629,0.007564879311578779,9.294872595718928e-07
0.1,5,0.07586640362716333,0.5065113604141244,0.002245084950260438,0.005646819188631424,0.008641672112940273,1.5416999632747484e-06
0.1,6,0.07598143939879942,0.4613345978305918,0.0024650361317463745,0.006518087516548824,0.009659978606417466,2.33730498171175e-06
0.1,7,0.07593034430693277,0.4185927911539739,0.0026653905699369524,0.007383040667555936,0.010629944096216471,3.3312917750224926e-06
0.1,8,0.07574985244907627,0.3781879763237997,0.0028488956479352056,0.008236276230392308,0.011555988321779238,4.537944184272331e-06
0.1,9,0.07548120787698233,0.3399705517846326,0.003017421676364944,0.009072027085194917,0.012439575939106225,5.9707070574037255e-06
0.1,10,0.07517046314821288,0.30374464146233926,0.0031723543927807724,0.009884733371545603,0.013280692399318462,7.642075272941387e-06
0.1,11,0.0748675349758808,0.2692696087765402,0.003314825915589301,0.01066947622821404,0.014078791080030654,9.563501195794664e-06
0.1,12,0.07462377822924801,0.2362592921809268,0.0034458668382597304,0.011422408513624957,0.014833518396302103,1.1745315808899475e-05
0.1,13,0.07448755511230194,0.20438111210762533,0.003566516704908874,0.012141207532406249,0.015545336976290918,1.419665217588173e-05
