timestep,time,x,y,theta,v,omega,solver_computation_time,solver_raw_status,solver_status_code,solver_success
0,0.1,0.075,0.7826598772790299,-1.5707963218488885,0.1234012272097012,4.9460081569229484e-08,0.1376512050628662,success,0,True
1,0.2,0.07500000005655971,0.7712244509642642,-1.5619986465793614,0.11435426314765672,0.08797675269527125,0.12086272239685059,success,0,True
2,0.30000000000000004,0.075104390572332,0.7593590705509844,-1.5447130114606173,0.11865839613429256,0.17285635118743944,0.12585186958312988,success,0,True
3,0.4,0.07541725126351251,0.7473671234585606,-1.552197152008845,0.11996027545799336,-0.07484140548227486,0.12750458717346191,success,0,True
4,0.5,0.0756610770800424,0.7342591386588225,-1.5525583831288978,0.13110252344595447,-0.0036123112005296415,0.1272590160369873,success,0,True
5,0.6000000000000001,0.07588773020617826,0.7218329573005661,-1.5537256657235843,0.12428248259021403,-0.01167282594686378,0.1158590316772461,success,0,True
6,0.7000000000000001,0.07611184440257752,0.7087056141049362,-1.548247229611377,0.13129256130827766,0.05478436112207237,0.13037848472595215,success,0,True
7,0.8,0.07642843899764484,0.6946677600870453,-1.5393242366316962,0.14041423630288985,0.0892299297968085,0.1300969123840332,success,0,True
8,0.9,0.07683903063511513,0.6816258533134828,-1.5205791040616536,0.13048368395437715,0.18745132570042436,0.11979794502258301,success,0,True
9,1.0,0.07751783340818479,0.6681198877203317,-1.4966401684823938,0.1352301297078826,0.2393893557925978,0.11089396476745605,success,0,True
10,1.1,0.0785469900761812,0.6542671004584018,-1.460152885069212,0.13890963910815196,0.3648728341318172,0.12743163108825684,success,0,True
11,1.2000000000000002,0.07993953276626393,0.6417326425979707,-1.4154712269331577,0.1261157440602183,0.4468165813605426,0.12293052673339844,success,0,True
12,1.3,0.08190496162878239,0.629180920571379,-1.35945850048429,0.12704669867668675,0.5601272644886778,0.12578153610229492,success,0,True
13,1.4000000000000001,0.08456481572129829,0.6167830640102961,-1.2890798255199452,0.12679971257958725,0.7037867496434482,0.11705827713012695,success,0,True
14,1.5,0.08804233285089211,0.6047673322997306,-1.203089241895164,0.12508834235327793,0.8599058362478108,0.11585116386413574,success,0,True
15,1.6,0.09227401972987508,0.5937824330121433,-1.098367022813344,0.11771796218088078,1.0472221908182004,0.13149571418762207,success,0,True
16,1.7000000000000002,0.09720135976395756,0.5841403760140412,-0.978367031783223,0.10828108928438118,1.199999910301209,0.12461304664611816,success,0,True
17,1.8,0.10232759193805517,0.5765242915636923,-0.8583670317839944,0.09180577250783303,1.199999999992286,0.18405485153198242,success,0,True
18,1.9000000000000001,0.10871447691623985,0.5691300228361712,-0.7383670318731279,0.09770747655085447,1.1999999991086656,0.12760114669799805,success,0,True
19,2.0,0.11674033424601099,0.5618256935950081,-0.6183670322765438,0.10852078673745015,1.1999999959658418,0.1417698860168457,success,0,True
20,2.1,0.12648661963791694,0.5548917316091323,-0.4983670322765995,0.11961183376324037,1.1999999999994424,0.13321137428283691,success,0,True
21,2.2,0.13810101564297492,0.5485713624746984,-0.37837675203200105,0.13222755407168807,1.1999028024459844,0.13103055953979492,success,0,True
22,2.3000000000000003,0.15161046069875536,0.5432009293594304,-0.2705240627796846,0.14537766594656734,1.0785268925231644,0.11760210990905762,success,0,True
23,2.4000000000000004,0.1666163711495396,0.5390394539413194,-0.1765783499632561,0.15572258221353052,0.9394571281642847,0.11058449745178223,success,0,True
24,2.5,0.18211915787776348,0.5362731868436937,-0.09576224213930967,0.1574765474590426,0.8081610782394644,0.12717580795288086,success,0,True
25,2.6,0.19779537356590468,0.5347673915460464,-0.017561778287304056,0.15748370003893775,0.7820046385200561,0.12671256065368652,success,0,True
26,2.7,0.2133766917522328,0.5344937277559533,0.046401536464005425,0.15583721259494085,0.6396331475130947,0.1333780288696289,success,0,True
27,2.8000000000000003,0.22821659125321306,0.535182816524377,0.09943499278166244,0.14855889758946159,0.5303345631765701,0.11665844917297363,success,0,True
28,2.9000000000000004,0.24258408769035922,0.5366161755711604,0.14641911716480757,0.14438818235174353,0.4698412438314513,0.1310744285583496,success,0,True
29,3.0,0.25634897512201676,0.5386461455554863,0.1883844614844868,0.13913766712988515,0.419653443196792,0.1278369426727295,success,0,True
30,3.1,0.2695000155391067,0.5411533264993293,0.22931237097476198,0.13387898279308166,0.40927909490275194,0.11967778205871582,success,0,True
31,3.2,0.2819947258553709,0.5440698186912395,0.2608088980693411,0.12830577250959185,0.3149652709457912,0.1239166259765625,success,0,True
32,3.3000000000000003,0.29382093184398417,0.5472260896185156,0.2951775061465039,0.12240146823117816,0.34368608077162793,0.11873102188110352,success,0,True
33,3.4000000000000004,0.30497217245425123,0.5506167372482409,0.3175546807566937,0.11655327472749541,0.223771746101898,0.12980175018310547,success,0,True
34,3.5,0.31550783380911834,0.5540795745656517,0.3471700522212273,0.11090148893107463,0.29615371464533624,0.14053964614868164,success,0,True
35,3.6,0.3255191281167115,0.5577019088191235,0.3546400731924965,0.10646469797877747,0.07470020971269223,0.13539600372314453,success,0,True
36,3.7,0.33585780697708445,0.561530278154273,0.3387441308196132,0.11024730942033677,-0.15895942372883315,0.12064695358276367,success,0,True
37,3.8000000000000003,0.34624297784302727,0.5651892281721014,0.334447058952814,0.1101088957113794,-0.04297071866799165,0.11426162719726562,success,0,True
38,3.9000000000000004,0.3567106069470638,0.568826742716447,0.335454189614976,0.11081641174483084,0.010071306621619536,0.11998677253723145,success,0,True
39,4.0,0.36730192541927786,0.5725191986033132,0.3369906076464214,0.11216517171400202,0.015364180314454674,0.1228017807006836,success,0,True
40,4.1000000000000005,0.3779574988750755,0.576252426836342,0.3393778604000248,0.11290626143477689,0.023872527536034326,0.1332383155822754,success,0,True
41,4.2,0.3890951945467376,0.5801844459951675,0.3452638312270985,0.1181139447905836,0.058859708270737124,0.11296701431274414,success,0,True
42,4.3,0.3998329779826226,0.584046509658949,0.3508323207208551,0.11411201902475827,0.055684894937565434,0.1202549934387207,success,0,True
43,4.4,0.4106912474607425,0.5880203323179549,0.35597313611051296,0.11562581138513091,0.051408153896579066,0.13020730018615723,success,0,True
44,4.5,0.422138557249471,0.5922765840247832,0.36089671867094353,0.12212967697943002,0.0492358256043057,0.13869881629943848,success,0,True
45,4.6000000000000005,0.43339163159491356,0.5965237976943701,0.3647427760953491,0.12027905311365882,0.03846057424405552,0.11955022811889648,success,0,True
46,4.7,0.4450203536993905,0.600963961309062,0.36716962969747047,0.12447579311190776,0.024268536021213746,0.11738300323486328,success,0,True
47,4.800000000000001,0.45789294319491125,0.605914895145448,0.367277813738194,0.13791856516526746,0.001081840407235541,0.13386034965515137,success,0,True
48,4.9,0.47142773959643497,0.611122201668208,0.35414908131976214,0.1450195693183088,-0.1312873241843186,0.12073898315429688,success,0,True
49,5.0,0.48536940424192027,0.6162769590559628,0.34225826935147674,0.1486410228751766,-0.11890811968285425,0.11751341819763184,success,0,True
50,5.1000000000000005,0.5001362205434079,0.621538076820811,0.32550825183497717,0.15676039800200864,-0.16750017516499577,0.1352827548980713,success,0,True
51,5.2,0.5142616627339385,0.6263056086141979,0.30697977979405944,0.14908302266823587,-0.1852847204091771,0.12072944641113281,success,0,True
52,5.300000000000001,0.528192633608694,0.6307217345936866,0.2891863265541313,0.1461417524802545,-0.1779345323992815,0.13272643089294434,success,0,True
53,5.4,0.5414208109017076,0.6346574727829474,0.26923275962721616,0.13801257536536526,-0.19953566926915134,0.1178274154663086,success,0,True
54,5.5,0.5542404781523728,0.6381948331022774,0.24634024761444065,0.13298751311553628,-0.228925120127755,0.12041354179382324,success,0,True
55,5.6000000000000005,0.5665435945216729,0.6412884169819579,0.2248772232637398,0.12686092133401863,-0.2146302435070086,0.11429882049560547,success,0,True
56,5.7,0.5787559679654486,0.644081950579767,0.20514868179936985,0.1252780487924063,-0.19728541464369936,0.13103532791137695,success,0,True
57,5.800000000000001,0.590385072162017,0.6465016872666,0.1915343542312931,0.11878181260119332,-0.1361432756807674,0.12108206748962402,success,0,True
58,5.9,0.601798161332082,0.6487148155225463,0.1759441291403522,0.11625684542474242,-0.15590225090940918,0.12149310111999512,success,0,True
59,6.0,0.6131230136597362,0.6507281752186255,0.1671111874101501,0.11502430069727528,-0.08832941730202104,0.13219141960144043,success,0,True
60,6.1000000000000005,0.6238766068151246,0.6525421381264905,0.1266798161229451,0.10905513613889306,-0.40431371287205015,0.12128758430480957,success,0,True
61,6.2,0.635080633445475,0.6539691035458082,0.1140284686342333,0.1129453155476274,-0.12651347488711795,0.12279868125915527,success,0,True
62,6.300000000000001,0.6452386017794252,0.6551324476193321,0.07581603416520566,0.10224367467327072,-0.38212434469027634,0.11560988426208496,success,0,True
63,6.4,0.6560080097520256,0.6559505094489321,0.06445250978198694,0.10800433937456298,-0.1136352438321872,0.12168526649475098,success,0,True
64,6.5,0.6672190703432284,0.6566740926709078,0.03733701772347968,0.1123438704419366,-0.2711549205850726,0.1270294189453125,success,0,True
65,6.6000000000000005,0.6784671425185036,0.6570942574031723,0.02534887851900714,0.1125591693565828,-0.11988139204472537,0.11883735656738281,success,0,True
66,6.7,0.6904527860252316,0.6573981451164528,-0.008596911730276074,0.1198949531934748,-0.33945790249283214,0.12038493156433105,success,0,True
67,6.800000000000001,0.7024820605613648,0.6572947279573269,-0.03491190174112978,0.12029719072965225,-0.26314990010853706,0.12769699096679688,success,0,True
68,6.9,0.7146666806830977,0.6568691667857153,-0.08074941446234714,0.12192049451249895,-0.45837512721217355,0.14441990852355957,success,0,True
69,7.0,0.72606655425854,0.6559466276684754,-0.12413598135826405,0.11437141074538995,-0.43386566895916906,0.13466644287109375,success,0,True
70,7.1000000000000005,0.7370587255307609,0.6545750512391316,-0.18689324008531405,0.11077411754528614,-0.6275725872705001,0.12303686141967773,success,0,True
71,7.2,0.7473778311029639,0.6526237075336097,-0.26142427160049797,0.10501984672782044,-0.7453103151518392,0.12248778343200684,success,0,True
72,7.300000000000001,0.7570833486316619,0.6500270236447985,-0.35906914179010097,0.100468819898652,-0.97644870189603,0.11209297180175781,success,0,True
73,7.4,0.7665822257807795,0.6464617105153266,-0.4579010205153385,0.10145941297149896,-0.988318787252375,0.12042927742004395,success,0,True
74,7.5,0.7762418618019254,0.6417010819062827,-0.5570098238326615,0.10769036763530303,-0.9910880331732299,0.12843990325927734,success,0,True
75,7.6000000000000005,0.7865146093301567,0.6353032989288138,-0.6390130172842643,0.12102105965722366,-0.8200319345160277,0.12025952339172363,success,0,True
76,7.7,0.7968476294709576,0.6276257529946111,-0.70570417221385,0.12873073323879908,-0.6669115492958572,0.11391782760620117,success,0,True
77,7.800000000000001,0.8072078217231669,0.6187979724359675,-0.750196853092921,0.13611145914077366,-0.44492680879071,0.1258680820465088,success,0,True
78,7.9,0.8177419861915143,0.608980508024206,-0.7728902692364242,0.143996954315845,-0.22693416143503276,0.13418245315551758,success,0,True
79,8.0,0.8282657961099963,0.5987167207315998,-0.7740486646962637,0.14700200841764188,-0.01158395459839423,0.1364917755126953,success,0,True
80,8.1,0.8388740889647759,0.5883465333348196,-0.7526897475914498,0.148349810898803,0.2135891710481389,0.1357254981994629,success,0,True
81,8.200000000000001,0.8489222942062519,0.5789350507347969,-0.712358285092748,0.1376744105872091,0.4033146249870174,0.12810969352722168,success,0,True
82,8.3,0.8585092778308718,0.5706553715602732,-0.6525986901195688,0.126674126107809,0.5975959497317918,0.11968636512756348,success,0,True
83,8.4,0.8680718695213775,0.5633465581675497,-0.5719335050653861,0.12035859464491232,0.8066518505418275,0.13028764724731445,success,0,True
84,8.5,0.8778362534112407,0.5570612261361834,-0.4880323836907459,0.11612432625989258,0.8390112137464015,0.11742782592773438,success,0,True
85,8.6,0.8882467545458395,0.5515346722722312,-0.4161742929174401,0.11786489362174209,0.7185809077330578,0.12414216995239258,success,0,True
86,8.700000000000001,0.8992512440138934,0.5466707793350238,-0.3466282945427339,0.12031468861162685,0.695459983747062,0.1299736499786377,success,0,True
87,8.8,0.9105392563328287,0.5425934115007679,-0.2843945358420635,0.12001839466026043,0.6223375870067043,0.12035870552062988,success,0,True
88,8.9,0.9216769022627115,0.5393376739385594,-0.22510832275637768,0.11603748701751888,0.592862130856858,0.12769174575805664,success,0,True
89,9.0,0.9332680443494683,0.5366834256126413,-0.1772492365114565,0.11891156758323614,0.47859086244921195,0.11965394020080566,success,0,True
90,9.1,0.9452080851112157,0.534544616923901,-0.11809341975056792,0.12130089694607352,0.5915581676088858,0.12746191024780273,success,0,True
91,9.200000000000001,0.9575716159162151,0.5330777398929555,-0.06019679144925348,0.12450245868659945,0.5789662830131443,0.12615013122558594,success,0,True
92,9.3,0.9704261020282142,0.5323030050568889,-0.010060342924238859,0.12877811431675537,0.5013644852501462,0.12425637245178223,success,0,True
93,9.4,0.9829550630907434,0.5321769551595623,0.0460051672696239,0.12529595120473314,0.5606551019386276,0.1546764373779297,success,0,True
94,9.5,0.9954896671239101,0.5327540188859513,0.09971734202356491,0.1254788033145806,0.5371217475394102,0.14030838012695312,success,0,True
95,9.600000000000001,1.0076811558715817,0.5339737672975033,0.15840323129762132,0.12252354225702297,0.586858892740564,0.1313929557800293,success,0,True
96,9.700000000000001,1.0197750320340995,0.5359056615495579,0.22093687239570414,0.12247206050174661,0.6253364109808284,0.13225102424621582,success,0,True
97,9.8,1.0318333841458611,0.5386140078202593,0.2948986039886398,0.12358761878652996,0.7396173159293569,0.12901806831359863,success,0,True
98,9.9,1.043511602961151,0.5421613306054016,0.36696044857738674,0.12205092938596687,0.7206184458874695,0.12347149848937988,success,0,True
99,10.0,1.0546829834735238,0.5464552792003766,0.4539017673530335,0.11968196902144912,0.8694131877564677,0.12034177780151367,success,0,True
100,10.100000000000001,1.0654875564639965,0.5517265752824835,0.546856992901884,0.12021870066328667,0.9295522554885056,0.1274557113647461,success,0,True
101,10.200000000000001,1.0763632514781103,0.5583475794170847,0.6199445896635255,0.1273257388709869,0.7308759676164146,0.12532281875610352,success,0,True
102,10.3,1.0875335361075935,0.5663212118513297,0.6811243580908625,0.137242148372908,0.6117976842733698,0.13216686248779297,success,0,True
103,10.4,1.0986807625092243,0.5753562916853364,0.7242383708289952,0.14348983380577562,0.43114012738132734,0.1333601474761963,success,0,True
104,10.5,1.1097416253752341,0.5851406718450328,0.7510545994885507,0.14767423013177855,0.26816228659555413,0.13729214668273926,success,0,True
105,10.600000000000001,1.120678155164656,0.595350668873072,0.7589787432125389,0.14961675145099332,0.07924143723988197,0.12085413932800293,success,0,True
106,10.700000000000001,1.1316873663580846,0.605793010581682,0.7478211629334371,0.15173833775973997,-0.1115758027910172,0.11777377128601074,success,0,True
107,10.8,1.1430702086326257,0.6163509941546104,0.713378656169313,0.1552546667167532,-0.3444250676412425,0.12239646911621094,success,0,True
108,10.9,1.1551380985166373,0.6267947942966491,0.6586108954563876,0.15959540333589747,-0.5476776071292532,0.12821435928344727,success,0,True
109,11.0,1.1671432939706545,0.6360853928700265,0.5816054038730953,0.15180248342527217,-0.7700549158329228,0.1364154815673828,success,0,True
110,11.100000000000001,1.1798480249124585,0.644438313667765,0.49036380410712516,0.1520465304296436,-0.9124159976597017,0.14086413383483887,success,0,True
111,11.200000000000001,1.193783259513603,0.6518777159275627,0.4129892714763189,0.15796691722383388,-0.773745326308062,0.143035888671875,success,0,True
112,11.3,1.2083651580580115,0.6582673550803338,0.34323872319543036,0.15920403690297752,-0.6975054828088855,0.11401963233947754,success,0,True
113,11.4,1.2233174186433307,0.663611069540956,0.2816642125921314,0.1587845650080486,-0.6157451060329895,0.14208054542541504,success,0,True
114,11.5,1.2381514519666292,0.6679034011028427,0.22680301525828292,0.1544255985495617,-0.5486119733384851,0.14027047157287598,success,0,True
115,11.600000000000001,1.2527415691695885,0.6712704152645346,0.17575143308574864,0.14973586890291832,-0.5105158217253427,0.13788819313049316,success,0,True
116,11.700000000000001,1.2677058583984773,0.6739278282771011,0.13963429966005042,0.15198414260875828,-0.3611713342569823,0.14204764366149902,success,0,True
117,11.8,1.2822031091328792,0.6759654016663789,0.10685768538920587,0.14639739894301665,-0.32776614270844556,0.1330869197845459,success,0,True
118,11.9,1.2958196694903201,0.677425999335473,0.0831426047118778,0.13694672742303618,-0.23715080677328063,0.11418294906616211,success,0,True
119,12.0,1.3091975532079232,0.678540841471619,0.059501826674266844,0.13424255873240568,-0.23640778037610952,0.12813115119934082,success,0,True
120,12.100000000000001,1.3228285153239836,0.6793528671599409,0.04136898406243347,0.13655127752165716,-0.18132842611833366,0.12438082695007324,success,0,True
121,12.200000000000001,1.3367809119273986,0.6799303931281914,0.035223895645527456,0.1396434413866209,-0.061450884169060166,0.11307740211486816,success,0,True
122,12.3,1.350800118935404,0.6804244085418425,0.029948532646564507,0.1402790848138925,-0.05275362998962948,0.12977981567382812,success,0,True
123,12.4,1.3644948526212795,0.6808346683840698,0.029124418228121236,0.13700877485226887,-0.008241144184432697,0.1288912296295166,success,0,True
124,12.5,1.3775131388133213,0.6812139256344834,0.03194398511218574,0.13023809405849604,0.02819566884064508,0.12562775611877441,success,0,True
125,12.600000000000001,1.3903870178482733,0.6816253085717753,0.03851629489919648,0.12880450198951682,0.06572309787010741,0.12123537063598633,success,0,True
126,12.700000000000001,1.4034081605031958,0.6821270828949748,0.053446364712970866,0.13030807093624772,0.14930069813774383,0.1307070255279541,success,0,True
127,12.8,1.4168174472853496,0.6828444437073637,0.06910027818708579,0.13428461510582412,0.15653913474114928,0.12156271934509277,success,0,True
128,12.9,1.4305424311741808,0.6837943562898919,0.09351039117715611,0.1375781656597876,0.2441011299007031,0.13519573211669922,success,0,True
129,13.0,1.4437755124138034,0.6850354063306862,0.12037866589293388,0.13291149096229618,0.2686827471577776,0.1311182975769043,success,0,True
130,13.100000000000001,1.456911073546345,0.6866243301242935,0.1589313785767392,0.1323131305232508,0.38552712683805324,0.1241765022277832,success,0,True
131,13.200000000000001,1.4697309805695546,0.6886791458134776,0.20070174389557627,0.12983538947461773,0.4177036531883706,0.1156613826751709,success,0,True
