time,solve_mode,solver_status,u0,s,psdf,mf_probability_sum,mf_slack
0.0,sqp_rti,0,"[0.1234012272097012,4.9460081569229484e-08,0.09528988815710154]",0.02231023881579847,0.029999956488609314,"[-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09]","[null,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,7.519803196122416e-12,3.5425776141671836e-12]"
0.1,sqp_rti,0,"[0.11435426775269017,0.08797675606222652,0.08541533064991359]",0.03213165578597607,0.0299999937415123,"[-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09]","[null,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,8.156324234081798e-13,5.101627258189438e-13]"
0.2,sqp_rti,0,"[0.1277806963932856,0.0644900361932,0.08446663515691968]",0.04347221301193112,0.0293419249355793,"[-2.980232227667301e-09,-2.980232227667301e-09,-3.0556339680742894e-09,8.495773684558117e-08,3.277376029189871e-05,0.001022745465583369,0.008873104988052966,0.036922675061665966,0.09773673995571547,0.22771188613354526,0.7819019681830841,1.0104547263101302,0.5570062985095283,0.5587166023449461,0.6116723114620572,0.6581326634388203,0.6713506626647245,0.6842104637596165,0.7106665261639258,0.752793921626848,0.8268019929426111]","[null,3.318358673693408e-17,3.3183586748142217e-17,3.318409626332872e-17,3.326632197026503e-17,3.324316251880521e-17,3.305807777652862e-17,3.2939963209800975e-17,3.29743695980535e-17,3.3065665084941736e-17,3.291708999231756e-17,3.289636778602249e-17,3.3030184148178955e-17,3.2919451401519325e-17,3.29661940185191e-17,3.318358673955941e-17,3.318358673955941e-17,3.318358673955941e-17,3.318358673955941e-17,3.318358673955941e-17,5.545234813705302e-18]"
0.30000000000000004,sqp_rti,0,"[0.14478520465614764,-0.24987860375728482,0.1139011188021549]",0.05215052785612283,0.028749357908964157,"[-2.980232227667301e-09,-2.980703184274347e-09,2.8268159896205347e-08,2.0174467941669327e-05,0.0004419094511468602,0.0029216876122846736,0.010347477704487212,0.02910779960670201,0.09975992637273406,0.160666562990246,0.15141182627216782,0.16682859824914759,0.19616252413598073,0.21717656904372423,0.20661474616679815,0.43148166644698943,0.5845835456431183,0.6512381596797112,0.6945387228032371,0.8261733945687826,1.05455024483098]","[null,1.3385412419000523e-11,1.3385455019805657e-11,1.3384641713421113e-11,1.33757894018166e-11,1.3359488655082949e-11,1.3346870017439958e-11,1.3356281369627082e-11,1.3338256322927835e-11,1.334747502208923e-11,1.3347410400023304e-11,1.33553129649025e-11,1.3334011891200225e-11,1.3335560382098054e-11,1.3361943684587634e-11,1.3337752418277018e-11,1.3334897795747656e-11,1.3315259130310294e-11,1.4157697248915579e-11,1.3478501614446053e-11,3.0394263815269995e-12]"
0.4,sqp_rti,0,"[0.11110709066095556,-0.10532436543369703,0.08256851367603321]",0.0634719041532156,0.028938407078385353,"[-2.980232227667301e-09,-7.520011530148807e-09,1.9486056832523913e-05,0.0013596187744738253,0.010561204451923656,0.034200146388642716,0.07203256040802958,0.11606526952747803,0.16288109918682664,0.21092558758050656,0.2598733417979819,0.2886312150907309,0.32196878921185074,0.36606070864324564,0.4177431665493668,0.3888110400243285,0.3656582748834772,0.34046179589489284,null,null,null]","[null,2.6645047549347444e-17,2.6709816259830615e-17,2.6655702571062077e-17,2.6553138813553035e-17,2.6520360877051826e-17,2.6478299091870326e-17,2.6675326721852146e-17,2.6511404441644502e-17,2.6464467165075322e-17,2.6501801351330966e-17,2.6494362364217086e-17,2.6494115137380335e-17,2.6502012434252358e-17,2.6467809430345608e-17,2.648413640043995e-17,2.6483416132921568e-17,2.6738336217889634e-17,2.664504679002149e-17,2.6645046791637078e-17,4.6985241246883476e-18]"
0.5,sqp_rti,0,"[0.14681123570052607,0.12093621612442135,0.13685175488933185]",0.07003236590425474,0.02826390042901039,"[-2.980232227667301e-09,-2.8877303603902504e-09,4.4378672567346733e-07,6.278743860313463e-05,0.0008844421904603827,0.006625326077986798,0.052857815896904914,0.22478182021289178,0.5036191736544466,0.6352929534031133,0.5131142238755497,0.5381271764725615,0.5918991081420966,0.6293650883517052,0.5961468083472246,0.6081251050104253,0.6322991022294964,0.6319497888494714,0.6023714001669027,0.6219845952817067,0.695306841127568]","[null,1.368585653518369e-15,1.3686958993234314e-15,1.373345421639687e-15,1.3760600274113566e-15,1.383265765731783e-15,1.3636378357503193e-15,1.3611711069644433e-15,1.3610085398465238e-15,1.360904138296046e-15,1.3627168564812007e-15,1.359668636650449e-15,1.357392154798462e-15,1.3564011360296263e-15,1.3685856533107155e-15,1.3685856533107408e-15,1.368585653310968e-15,1.368585653310766e-15,1.3626669180195673e-15,1.3969962486743117e-15,4.258726164099377e-16]"
0.6,sqp_rti,0,"[0.14942483465852172,0.8970770149717473,0.12666546933812772]",0.08392059267184462,0.02931532822549343,"[-2.980232227667301e-09,-1.2147030603593123e-09,0.00021451974642047733,0.004620663651665025,0.03206846141465208,0.06366726958109031,0.0868077534930401,0.13226713580338018,0.2009333933329393,0.2687471588693439,0.32874816263702683,0.37702288689985314,0.4108947480325072,0.4300103671758169,0.4322155235016643,0.42739611947098083,0.4225071108218171,0.4292124753335192,0.44973015534556665,0.45198269999940105,0.4361286718403495]","[null,2.7178534101855716e-16,2.716631530682023e-16,2.712742347307935e-16,2.709945058171385e-16,2.7116960851618823e-16,2.715312554106854e-16,2.71185824354537e-16,2.711550582027843e-16,2.7114388022479143e-16,2.711652707302155e-16,2.711388742091852e-16,2.711373075275904e-16,2.7116097591407687e-16,2.747028935267752e-16,2.751528861889751e-16,2.741376210437117e-16,2.70829141416473e-16,2.708265599578791e-16,2.7915084220927247e-16,5.600230580439013e-17]"
0.7,sqp_rti,0,"[0.10774921729342617,0.5241157462408875,0.08171083407245919]",0.0957591723080226,0.023846745491027832,"[-2.980232227667301e-09,0.00026846068612090823,0.042251171996252446,0.22905767621505008,0.8300746730489921,0.513703561827527,0.3545693995697919,0.36603189099030936,0.3778095604420931,0.36736946828795497,0.3253634364094616,0.23593064158144178,null,null,0.1837676220889602,0.4359346261970412,0.4721934690828789,0.5057342262854909,null,0.5303913616824658,0.7728376447166141]","[null,2.272088050312692e-13,2.2582377944016073e-13,2.2619271315498732e-13,2.2588950906463166e-13,2.2600294418809952e-13,2.2567635008048296e-13,2.2607810761574443e-13,2.259365671093139e-13,2.2605684353734786e-13,2.2687036191220588e-13,2.2577722420759504e-13,2.264578771554103e-13,2.2645787715541943e-13,2.2615678813743228e-13,2.2605705205485322e-13,2.264997178426393e-13,2.26457877155333e-13,2.2645787715534999e-13,2.2645787715534458e-13,4.5752176146998986e-14]"
0.7999999999999999,sqp_rti,0,"[0.08094917936942936,0.3194333899769264,0.10143490160745469]",0.09950736600694884,0.01970503479242325,"[-2.980232227667301e-09,8.132612222488955e-05,0.01781538611305103,0.07997606985864253,0.15010162370111352,0.03216895184414442,9.542362178205366e-10,null,1.0151183300333155e-06,0.003903918551506347,0.040379673001843364,0.0942005152275514,0.1566811104844546,0.18055737821443324,0.16778572223014515,4.822650073871282e-06,0.42606991993190385,0.5101234425640377,0.44439790164853205,0.5537322438126817,0.7780851016545227]","[null,2.968678601587583e-17,2.9619386660059156e-17,2.9608364967111995e-17,2.950468984181143e-17,2.9682475670473856e-17,2.9678050058634924e-17,2.967804950729057e-17,2.968091949385575e-17,2.9607367532670854e-17,2.956235482382054e-17,2.9549069153213065e-17,2.974494488935936e-17,2.958599338135572e-17,2.9517692027162055e-17,2.97020937632918e-17,2.9580051627804193e-17,2.9421023787145494e-17,2.969568874601138e-17,3.379768755121512e-17,1.052692176026221e-17]"
0.8999999999999999,sqp_rti,0,"[0.1323612382129539,0.5558920759411191,0.10255122223177653]",0.11516891127439371,0.01646995358169079,"[-2.980232227667301e-09,2.2471195555900936e-05,0.0067960468075506375,0.017110599755156997,0.011953854083520676,0.023217311805108887,0.03274128936705384,0.06962046287984563,0.13064118817821307,0.19086220599977938,0.19402115295314887,0.10345764242443406,0.1392894994244253,0.2003830953912063,0.126711562840292,0.22510166248394797,0.2527152462558114,0.0011527224489204513,null,null,0.2721809134925806]","[null,1.231271651472022e-15,1.2282234110141354e-15,1.280095785250911e-15,1.2364824104870335e-15,1.2273429464184123e-15,1.2266443242524365e-15,1.2278355636289778e-15,1.2288058544743846e-15,1.2293343127891217e-15,1.2292875606972587e-15,1.228068667850405e-15,1.2294017902037725e-15,1.2294931210477347e-15,1.2286389240631989e-15,1.2479839517316375e-15,1.2290092177109497e-15,1.254375967374318e-15,1.2301569422827726e-15,1.2301569422826211e-15,3.6077163591195027e-16]"
