timestep,time,x,y,theta,v,omega,solver_computation_time,solver_raw_status,solver_status_code,solver_success
0,0.1,0.30905645201230764,0.2,-1.9210417643162867e-14,0.09056452012307632,-1.9210417643162865e-13,0.027860164642333984,success,0,True
1,0.2,0.3159396389125204,0.19999999999999987,0.10975640896970398,0.06883186900212795,1.0975640896972318,0.019244909286499023,success,0,True
2,0.30000000000000004,0.32270718519185604,0.20074577865147483,0.1987997241633215,0.06808514407706395,0.8904331519361752,0.020394325256347656,success,0,True
3,0.4,0.3305098268097492,0.20231770462192492,0.2890626359194393,0.07959407482586503,0.9026291175611781,0.02274036407470703,success,0,True
4,0.5,0.33927810292631283,0.20492532185516354,0.36844722087169074,0.09147804856433213,0.7938458495225144,0.023703575134277344,success,0,True
5,0.6000000000000001,0.3490254058314562,0.2086885396975878,0.4411323911365734,0.1044852728637661,0.7268517026488264,0.02159261703491211,success,0,True
6,0.7000000000000001,0.35936713843756307,0.21357154008440082,0.5042152229095391,0.11436569681238767,0.6308283177296576,0.020505905151367188,success,0,True
7,0.8,0.3701132806977095,0.21950113668815086,0.5615675432545109,0.12273536139129111,0.5735232034497173,0.02072763442993164,success,0,True
8,0.9,0.38104554744667246,0.22637901243754616,0.6151661215532391,0.12915867415493307,0.5359857829872827,0.02255725860595703,success,0,True
9,1.0,0.39205012617354823,0.2341552494856193,0.6667461328216044,0.1347481412056702,0.5158001126836532,0.020908832550048828,success,0,True
10,1.1,0.40290507311781754,0.24269778404751857,0.7173704066869826,0.13813209978283272,0.5062427386537821,0.020050048828125,success,0,True
11,1.2000000000000002,0.4133388363791866,0.2518004723928624,0.7689755673705986,0.1384638403724068,0.5160516068361597,0.021852731704711914,success,0,True
12,1.3,0.4235797731687704,0.261710449116223,0.8235850094100836,0.14250769276982836,0.5460944203948501,0.016702651977539062,success,0,True
13,1.4000000000000001,0.4333484698266808,0.272255230715114,0.8822777384441206,0.1437427749010643,0.5869272903403697,0.01756596565246582,success,0,True
14,1.5,0.4422671822238165,0.2830940558882846,0.9454137963810114,0.14036508182499668,0.6313605793689083,0.022398948669433594,success,0,True
15,1.6,0.4505548978134657,0.29457183308691953,1.0144015437528253,0.14157174828206998,0.68987747371814,0.02118062973022461,success,0,True
16,1.7000000000000002,0.4580476979625423,0.30661932608093095,1.0910680437441165,0.14187464238360453,0.7666649999129117,0.020862102508544922,success,0,True
17,1.8,0.46463307984832336,0.3192770585119966,1.176748306632103,0.14268337144812082,0.8568026288798647,0.017275333404541016,success,0,True
18,1.9000000000000001,0.4702435141474077,0.33277033437904324,1.2482010362827278,0.14613194950063652,0.7145272965062498,0.01983928680419922,success,0,True
19,2.0,0.4750936390529477,0.3472798418952178,1.308730995589336,0.1529867706572257,0.6052995930660818,0.015769004821777344,success,0,True
20,2.1,0.4790561331453133,0.36205235544205944,1.3586711669887581,0.15294721832176358,0.4994017139942206,0.01871490478515625,success,0,True
21,2.2,0.482356914346644,0.3773787954553199,1.3988470546601584,0.15677848067229427,0.40175887671400234,0.02027416229248047,success,0,True
22,2.3000000000000003,0.4850472034368329,0.3928701229635847,1.4299315426860064,0.15723195710704324,0.31084488025848,0.01655888557434082,success,0,True
23,2.4000000000000004,0.4872738174658637,0.40857218107500864,1.4525317407158902,0.15859143702256143,0.22600198029883778,0.019678354263305664,success,0,True
24,2.5,0.48917330649574103,0.42455858141604996,1.4673136351086526,0.16098852581431727,0.1478189439276244,0.016426563262939453,success,0,True
25,2.6,0.49087024744496266,0.44089831192952506,1.4748603902035067,0.164276109595441,0.07546755094854099,0.02093815803527832,success,0,True
26,2.7,0.4924837021368246,0.45766472699161476,1.4832397255835943,0.16843868619677604,0.08379335380087638,0.020704269409179688,success,0,True
27,2.8000000000000003,0.4938857413921955,0.4736367342639891,1.4926520003619088,0.16033425410135552,0.09412274778314583,0.01753091812133789,success,0,True
28,2.9000000000000004,0.4951481425012257,0.48975857557124886,1.502465488474367,0.16171191165048626,0.09813488112458188,0.01892876625061035,success,0,True
29,3.0,0.4962741782284798,0.5062120932414178,1.5117156862062553,0.16492004128716825,0.09250197731888495,0.022001028060913086,success,0,True
30,3.1,0.4972457491742427,0.5226377826551365,1.5188241840068502,0.16454398281875873,0.0710849780059483,0.02225637435913086,success,0,True
31,3.2,0.4981106204373575,0.5392638514335079,1.521597772419836,0.16648548444981512,0.027735884129858765,0.020189762115478516,success,0,True
32,3.3000000000000003,0.498925725349985,0.5558181417703324,1.521271953455357,0.16574345373934746,-0.003258189644790705,0.021884918212890625,success,0,True
33,3.4000000000000004,0.49972920671054744,0.5720288337826849,1.5160260879855636,0.16230592035293076,-0.05245865469793329,0.021167993545532227,success,0,True
34,3.5,0.5006011970707798,0.5879337901715337,1.5054602841593723,0.15928841920225062,-0.10565803826191218,0.022427797317504883,success,0,True
35,3.6,0.5016367361216382,0.6037606613307341,1.486857738927861,0.15860712210231412,-0.18602545231511375,0.019673824310302734,success,0,True
36,3.7,0.5029569150663361,0.6194516206201028,1.4606171486197816,0.15746398822164068,-0.2624059030807924,0.016739845275878906,success,0,True
37,3.8000000000000003,0.5046526576474581,0.634780063385873,1.4278312695703463,0.15421955145989807,-0.3278587904943535,0.019833803176879883,success,0,True
38,3.9000000000000004,0.5067908662371398,0.649634190134142,1.3874926162050911,0.15007232170744517,-0.403386533652553,0.020070314407348633,success,0,True
39,4.0,0.5094377948677588,0.6639122218244053,1.3390785952616173,0.14521309173891797,-0.48414020943473884,0.016739368438720703,success,0,True
40,4.1000000000000005,0.512642539422131,0.677494180356693,1.2814549576006746,0.13954926916023525,-0.5762363766094264,0.017425537109375,success,0,True
41,4.2,0.5164354414252551,0.690235051987161,1.213122263046712,0.13293453859301133,-0.6833269455396263,0.01952505111694336,success,0,True
42,4.3,0.5213426127499242,0.7033646180205694,1.1273000189046483,0.14016627077699045,-0.8582224414206365,0.017066478729248047,success,0,True
43,4.4,0.5269652423093684,0.7152002678440604,1.0178949999488316,0.13103303778323983,-1.094050189558166,0.01908111572265625,success,0,True
44,4.5,0.5334591266919668,0.725723423686991,0.9088075364604236,0.12365570883269401,-1.0908746348840808,0.016344308853149414,success,0,True
45,4.6000000000000005,0.5408477427287333,0.7352045588823722,0.816139241310307,0.12020131926557957,-0.9266829515011653,0.018070697784423828,success,0,True
46,4.7,0.5486900568839729,0.7435444894446226,0.736641538448315,0.11447983800330536,-0.79497702861992,0.020841121673583984,success,0,True
47,4.800000000000001,0.5577628261567266,0.7517730358854056,0.6678837526793013,0.12248433320418843,-0.6875778576901372,0.01925492286682129,success,0,True
48,4.9,0.5664220329827758,0.7586035514935691,0.6076797299855463,0.11028953093093782,-0.6020402269375497,0.020954608917236328,success,0,True
49,5.0,0.5757317666620666,0.7650781990018286,0.5552830930864068,0.11339850154897678,-0.5239663689913949,0.02147078514099121,success,0,True
50,5.1000000000000005,0.58493591573704,0.7707884337596413,0.5089607067665471,0.10831580733377086,-0.46322386319859654,0.02234959602355957,success,0,True
51,5.2,0.5941112697240343,0.7759082357595124,0.46813118158904304,0.10507116317265043,-0.408295251775041,0.01790904998779297,success,0,True
52,5.300000000000001,0.6033071581940386,0.7805578341801208,0.43186101042803426,0.1030451989302181,-0.3627017116100878,0.02015209197998047,success,0,True
53,5.4,0.6125723568856082,0.7848279362680993,0.39941461277689577,0.1020184682476765,-0.32446397651138514,0.017165422439575195,success,0,True
54,5.5,0.6211745234863256,0.788458939709066,0.37060515472025507,0.09337101060543913,-0.28809458056640697,0.020353078842163086,success,0,True
55,5.6000000000000005,0.6300027435518399,0.7918892286431575,0.34468686299268525,0.09471238129014577,-0.25918291727569803,0.018942594528198242,success,0,True
56,5.7,0.6382790683659173,0.7948605865277357,0.32143494597307165,0.0879354991492953,-0.23251917019613622,0.02157759666442871,success,0,True
57,5.800000000000001,0.6460779254489581,0.7974574709708004,0.3006226894021425,0.08219852833982325,-0.20812256570929183,0.020242929458618164,success,0,True
58,5.9,0.6543178360573312,0.8000119969750821,0.2815470575602945,0.08626802996506268,-0.19075631841847965,0.02336263656616211,success,0,True
59,6.0,0.6621668864407461,0.8022821782288855,0.26415589492574615,0.08170759747202584,-0.17391162634548368,0.020842313766479492,success,0,True
60,6.1000000000000005,0.6696592866637358,0.8043086963401173,0.24833657724682526,0.07761625909344376,-0.15819317678920902,0.02105426788330078,success,0,True
61,6.2,0.6768563618528973,0.8061336644159168,0.23390202803700583,0.07424850150416008,-0.1443454920981943,0.017116308212280273,success,0,True
62,6.300000000000001,0.6838164016134195,0.8077919850414033,0.22067918953835497,0.0715487112147822,-0.13222838498650846,0.02093219757080078,success,0,True
63,6.4,0.6905892708790278,0.8093113609740665,0.2085165675913018,0.06941200279042314,-0.12162621947053172,0.020150184631347656,success,0,True
64,6.5,0.6972163694787209,0.8107136027442133,0.19728385813932897,0.06773825937533298,-0.1123270945197284,0.0210874080657959,success,0,True
65,6.6000000000000005,0.702836263424218,0.8118369286860574,0.18715233467393974,0.05731061780355767,-0.10131523465389232,0.016333818435668945,success,0,True
66,6.7,0.7084349517725032,0.8128971436443676,0.1778253349247557,0.05698189798440234,-0.0932699974918405,0.016688108444213867,success,0,True
67,6.800000000000001,0.7140906862388215,0.8139136133931042,0.16915347830894442,0.05746350416011721,-0.08671856615811281,0.020025253295898438,success,0,True
68,6.9,0.7189033185414845,0.8147355411264913,0.16128159392343908,0.04882314500269858,-0.07871884385505334,0.018366336822509766,success,0,True
69,7.0,0.723841494590166,0.8155389562188843,0.15397373456370778,0.050031048858140414,-0.07307859359731292,0.01678299903869629,success,0,True
70,7.1000000000000005,0.7289634763069047,0.816333898967713,0.14712230707157034,0.0518330306662852,-0.06851427492137434,0.02021956443786621,success,0,True
71,7.2,0.7333364238643303,0.8169819394683255,0.14086368126222762,0.044207043364636385,-0.06258625809342734,0.018398523330688477,success,0,True
72,7.300000000000001,0.737918716080467,0.8176317214978004,0.1350103619087578,0.04628133386139101,-0.0585331935346983,0.02139115333557129,success,0,True
73,7.4,0.7418335790310224,0.8181635035667748,0.12965738076292266,0.03950815623452255,-0.05352981145835138,0.021047592163085938,success,0,True
74,7.5,0.7460365955712999,0.8187115300945832,0.12463358345321345,0.0423859423783728,-0.05023797309709219,0.023314237594604492,success,0,True
75,7.6000000000000005,0.7496367449722962,0.8191625674381688,0.12002548257339772,0.03628293041473198,-0.04608100879815719,0.02434849739074707,success,0,True
76,7.7,0.753587117257109,0.8196390028395908,0.1156839284089067,0.03978998854026698,-0.043415541644910086,0.023454904556274414,success,0,True
77,7.800000000000001,0.7569730606602835,0.8200324588189093,0.11168989642621592,0.03408727084581826,-0.039940319826907864,0.022877216339111328,success,0,True
78,7.9,0.7598096366896504,0.8203505997002284,0.1080421186083677,0.028543610827548475,-0.036477778178482204,0.022649765014648438,success,0,True
