timestep,x,y,theta,sdf_value,risk_margin_stage0,risk_margin_5,risk_margin_max,path_s,predicted_s,solver_status,planner_projected_s_raw,planner_projected_s,planner_slice_start_s,planner_slice_lookback,slice_start_s,slice_end_s,slice_start_idx,slice_end_idx,slice_n_segments
0,0.3,0.2,0.0,0.10499998927116394,,,,0.015811388300841868,0.025739407632189126,0,0.015811388300841864,0.04581138830084186,0.01581138830084186,0.03,0.0,0.987913663321624,0,4,5
1,0.30905645204268595,0.2,-2.282596213465957e-09,0.10499998927116394,,,,0.026286970381609452,0.03462130825838411,0,0.02440309309333349,0.05440309309333349,0.024403093093333494,0.03,0.0,0.987913663321624,0,4,5
2,0.3168414519813528,0.19999999998223,0.07992094076021887,0.09915593266487122,,,,0.03178859250485162,0.04290044677496789,0,0.031788592504851616,0.061788592504851615,0.031788592504851616,0.03,0.0,0.987913663321624,0,4,5
3,0.32751749192657675,0.2008550604393413,0.1304782288823279,0.09476932883262634,,,,0.04218716714836738,0.05257348748653744,0,0.04218716714836736,0.07218716714836736,0.04218716714836736,0.03,0.0,0.987913663321624,0,4,5
4,0.33696850542613266,0.2020952578847434,0.23646551008294375,0.08658690005540848,,,,0.05525734874865375,0.06483640793358474,0,0.05154537067262529,0.0815453706726253,0.051545370672625296,0.03,0.0,0.987913663321624,0,4,5
5,0.3474527161157886,0.2046216776313764,0.3079407578211696,0.07976286113262177,,,,0.06229049031964313,0.07649007718958171,0,0.06229049031964311,0.0922904903196431,0.06229049031964311,0.03,0.0,0.987913663321624,0,4,5
6,0.362001452790518,0.2092490263866616,0.3730248977570589,0.0715131014585495,,,,0.07755592997015852,0.0893104509650495,0,0.07755592997015849,0.10755592997015849,0.07755592997015849,0.03,0.0,0.987913663321624,0,4,5
7,0.3730881481395707,0.21358777375452984,0.4930248970151648,0.06127453222870827,,,,0.08944572506583155,0.10328430451522559,0,0.08944572506583152,0.11944572506583152,0.08944572506583152,0.03,0.0,0.987913663321624,0,4,5
8,0.3890097257255252,0.22214211779302945,0.5461974256396295,0.05066757649183273,,,,0.10557475329016448,0.11757690045743258,0,0.1072553809052762,0.1372553809052762,0.1072553809052762,0.03,0.0,0.987913663321624,0,4,5
9,0.40013514467685996,0.2289050975759616,0.6493973917727343,0.040629759430885315,,,,0.11994852203659584,0.13745165930521322,0,0.1199485220365958,0.1499485220365958,0.11994852203659581,0.03,0.0,0.987913663321624,0,4,5
10,0.4170410033135508,0.24174093790316523,0.6858425516095027,0.033739492297172546,,,,0.14004587687604794,0.15468063201936633,0,0.1400458768760479,0.17004587687604789,0.1400458768760479,0.03,0.0,0.987913663321624,0,4,5
11,0.4297362039533417,0.25213031621047294,0.805842551583976,0.026191845536231995,,,,0.14730314220435742,0.18437232549820265,0,0.15537501158084144,0.18537501158084144,0.15537501158084144,0.03,0.0,0.987913663321624,0,4,5
12,0.45570847999090286,0.2791868856221458,0.8362025106437888,0.025253869593143463,,,,0.1827886326653895,0.20725030040269096,0,0.1827886326653895,0.2127886326653895,0.1827886326653895,0.03,0.158113883008419,0.987913663321624,1,4,4
13,0.4800942308474492,0.30618543040935586,0.9562025106067691,0.014893420040607452,,,,0.21912281656158403,0.22058889294163342,0,0.21912281656158403,0.24912281656158403,0.21912281656158403,0.03,0.158113883008419,0.987913663321624,1,4,4
14,0.4901041867069846,0.32036828235701054,1.076202510606769,0.009687946178019047,,,,0.22882456112707372,0.23522710061481172,0,0.22882456112707372,0.25882456112707375,0.22882456112707375,0.03,0.22882456112707372,0.987913663321624,2,4,3
15,0.4952296452567106,0.329872131301006,1.1953857389968394,0.010405182838439941,,,,0.24148462461426717,0.24476973625272014,0,0.23369669242807972,0.2636966924280797,0.2336966924280797,0.03,0.22882456112707372,0.987913663321624,2,4,3
16,0.48922778368097025,0.31464287853675815,1.3153857389968393,0.023283811286091805,,,,0.22882456112707372,0.23461096453628402,0,0.22882456112707372,0.25882456112707375,0.22882456112707375,0.03,0.22882456112707372,0.987913663321624,2,4,3
17,0.48434505193495775,0.2959432120455314,1.2732890702621174,0.02564644068479538,,,,0.21488625891871846,0.22972129238124833,0,0.21488625891871846,0.24488625891871846,0.21488625891871846,0.03,0.158113883008419,0.987913663321624,1,4,4
18,0.48233985112613,0.2894032429479976,1.2275209404804979,0.025042539462447166,,,,0.20884391133153896,0.2324039243388735,0,0.20884391133153896,0.23884391133153896,0.20884391133153896,0.03,0.158113883008419,0.987913663321624,1,4,4
19,0.48714544961004663,0.3028482444215822,1.2339783096595007,0.020596615970134735,,,,0.21554288714146444,0.2446580140997435,0,0.22174903432221102,0.251749034322211,0.22174903432221102,0.03,0.158113883008419,0.987913663321624,1,4,4
20,0.4880813792495455,0.30552110151964196,1.321309440865482,0.024793852120637894,,,,0.21676829611755144,0.2583475471093276,0,0.2243008318961948,0.2543008318961948,0.2243008318961948,0.03,0.158113883008419,0.987913663321624,1,4,4
21,0.4958298339165836,0.3359315953490547,1.3679472643504367,0.019983261823654175,,,,0.24206263577663006,0.28024099640919925,0,0.2397561564761284,0.2697561564761284,0.23975615647612838,0.03,0.22882456112707372,0.987913663321624,2,4,3
22,0.49703441283390615,0.34178822343092014,1.4879472643504366,0.026913361623883247,,,,0.25639538289118,0.29556730865055036,0,0.24561278455799385,0.2756127845579939,0.24561278455799387,0.03,0.22882456112707372,0.987913663321624,2,4,3
23,0.4984900093796507,0.35931726466522057,1.6074114952994254,0.025774633511900902,,,,0.27133026719133446,0.3193021648101425,0,0.2631418257922943,0.2931418257922943,0.2631418257922943,0.03,0.22882456112707372,0.987913663321624,2,4,3
24,0.4978100627734701,0.37787904507783,1.671757492727376,0.020479973405599594,,,,0.2878723214953806,0.34214703780490646,0,0.2817036062049037,0.31170360620490367,0.28170360620490364,0.03,0.22882456112707372,0.987913663321624,2,4,3
25,0.4942662921668787,0.4128600365022086,1.666781279175998,0.017285602167248726,,,,0.3208229326287486,0.37537921703829313,0,0.3166845976292823,0.3466845976292823,0.31668459762928225,0.03,0.22882456112707372,0.987913663321624,2,4,3
26,0.49089307892376977,0.4478951907486836,1.5782730001144323,0.020333560183644295,,,,0.3581354923093176,0.4153054959833314,0,0.3517197518757573,0.38171975187575735,0.3517197518757573,0.03,0.22882456112707372,0.987913663321624,2,4,3
27,0.4903697166674819,0.5178932342352603,1.5407808704140653,0.01813914254307747,,,,0.421717795362334,0.47254194839575936,0,0.421717795362334,0.45171779536233403,0.421717795362334,0.03,0.22882456112707372,0.987913663321624,2,4,3
28,0.4915699498991684,0.5578683974885442,1.4921500462750859,0.01581662707030773,,,,0.456010430490508,0.4994749532112961,0,0.4643043110789264,0.49430431107892636,0.46430431107892634,0.03,0.42882456112707373,0.987913663321624,3,4,2
29,0.49433985563581573,0.5930155464773226,1.5457988561155882,0.022479286417365074,,,,0.4847334713465288,0.5191143906691983,0,0.49931214939072044,0.5293121493907205,0.49931214939072044,0.03,0.42882456112707373,0.987913663321624,3,4,2
30,0.49527980130597943,0.6306093451328112,1.4925391076966499,0.019554194062948227,,,,0.52666515401112,0.5629459066255738,0,0.5363602403901803,0.5663602403901803,0.5363602403901803,0.03,0.42882456112707373,0.987913663321624,3,4,2
31,0.4982499163929012,0.6684850767113373,1.4597173757783628,0.020213427022099495,,,,0.5685968366757113,0.5941480208536052,0,0.574082938345502,0.604082938345502,0.574082938345502,0.03,0.42882456112707373,0.987913663321624,3,4,2
32,0.5019861124161396,0.7019821249037234,1.5060828551611518,0.027230143547058105,,,,0.5965512917854388,0.6131321519529775,0,0.6076622248198394,0.6376622248198395,0.6076622248198394,0.03,0.42882456112707373,0.987913663321624,3,4,2
33,0.5030090022702158,0.7177664976477746,1.3860828566685657,0.019999634474515915,,,,0.6105285193403026,0.626777532260837,0,0.6233406809154121,0.6533406809154121,0.6233406809154121,0.03,0.42882456112707373,0.987913663321624,3,4,2
34,0.5050849524687407,0.7288771464363637,1.2660828566867148,0.01465644408017397,,,,0.6245057468951664,0.6401934162389056,0,0.6346426957415653,0.6646426957415653,0.6346426957415653,0.03,0.42882456112707373,0.987913663321624,3,4,2
35,0.5081692358666215,0.7386838292583122,1.1460828569147514,0.0112626813352108,,,,0.6384829744500301,0.6542582235035668,0,0.6448638171490614,0.6748638171490614,0.6448638171490614,0.03,0.42882456112707373,0.987913663321624,3,4,2
36,0.5127963857810216,0.748915499646871,1.026082858730038,0.010446001775562763,,,,0.6524602020048939,0.6683316225573581,0,0.6558042541700382,0.6858042541700382,0.6558042541700382,0.03,0.42882456112707373,0.987913663321624,3,4,2
37,0.5186296095488274,0.7585435865158857,0.9060828587300634,0.011947867460548878,,,,0.6663893593984058,0.6824572865760313,0,0.6663893593984058,0.6963893593984058,0.6663893593984058,0.03,0.42882456112707373,0.987913663321624,3,4,2
38,0.52604326875231,0.7680035820889076,0.7860828595090208,0.01620502397418022,,,,0.6771195864396514,0.6942431160666124,0,0.6771195864396514,0.7071195864396514,0.6771195864396514,0.03,0.42882456112707373,0.987913663321624,3,4,2
39,0.5345751311920378,0.7765471360016425,0.6706171413284581,0.022851096466183662,,,,0.6934747356263283,0.7095420247971875,0,0.6934747356263283,0.7234747356263284,0.6934747356263283,0.03,0.683775536806713,0.987913663321624,4,4,1
40,0.5443745583308559,0.7843206214069868,0.5742568674468146,0.03196035325527191,,,,0.7065858962953313,0.7226469263520626,0,0.7044187841415659,0.7344187841415659,0.7044187841415659,0.03,0.683775536806713,0.987913663321624,4,4,1
41,0.5546610702909348,0.7909758998203112,0.49296078022024303,0.04229528084397316,,,,0.7217928026210769,0.7369063572047344,0,0.7156594580678002,0.7456594580678002,0.7156594580678002,0.03,0.683775536806713,0.987913663321624,4,4,1
42,0.5653628245077034,0.7967248533356058,0.42465720451869043,0.0471043661236763,,,,0.7369997089468224,0.7510697464257003,0,0.7271607255375457,0.7571607255375458,0.7271607255375457,0.03,0.683775536806713,0.987913663321624,4,4,1
43,0.576278765349158,0.8016607165510714,0.3668165061402993,0.04943900555372238,,,,0.7522066152725679,0.765091910093182,0,0.738739594170568,0.768739594170568,0.738739594170568,0.03,0.683775536806713,0.987913663321624,4,4,1
44,0.5872965741521765,0.8058938165825413,0.3176327004814357,0.051756322383880615,,,,0.7674135215983136,0.7789764409563783,0,0.7503034111861457,0.7803034111861458,0.7503034111861457,0.03,0.683775536806713,0.987913663321624,4,4,1
45,0.5983560534405384,0.809529777287944,0.2755530779203778,0.054043062031269073,,,,0.7750169747611864,0.7874737733848266,0,0.7618101626147836,0.7918101626147837,0.7618101626147836,0.03,0.683775536806713,0.987913663321624,4,4,1
46,0.6086070605361166,0.8124282066533258,0.2395778976763273,0.05624239146709442,,,,0.7902238810869319,0.800743115782937,0,0.772398192579467,0.802398192579467,0.772398192579467,0.03,0.683775536806713,0.987913663321624,4,4,1
47,0.6189481098154652,0.8149542082298034,0.2086470705844185,0.058357857167720795,,,,0.7978273342498046,0.8088545689933321,0,0.7830138128557699,0.8130138128557699,0.7830138128557699,0.03,0.683775536806713,0.987913663321624,4,4,1
48,0.6285670074884814,0.8169908026082259,0.18194884970607322,0.06036686152219772,,,,0.8130342405755502,0.8218377685445891,0,0.7928366491277606,0.8228366491277607,0.7928366491277606,0.03,0.683775536806713,0.987913663321624,4,4,1
49,0.6383726267151416,0.8187948760048269,0.15872621013941518,0.06260796636343002,,,,0.820637693738423,0.8296970014611532,0,0.8028054401917757,0.8328054401917757,0.8028054401917757,0.03,0.683775536806713,0.987913663321624,4,4,1
50,0.6475563105323097,0.820264933666756,0.13845700931388014,0.06534446030855179,,,,0.8282411469012957,0.8372266710896712,0,0.8121058460983275,0.8421058460983275,0.8121058460983275,0.03,0.683775536806713,0.987913663321624,4,4,1
51,0.6561624985499122,0.8214641939436519,0.12078390627273233,0.06775525212287903,,,,0.8358446000641685,0.8445808837621249,0,0.8207920948412848,0.8507920948412848,0.8207920948412848,0.03,0.683775536806713,0.987913663321624,4,4,1
52,0.664280653486559,0.8224495326962671,0.10531891127043003,0.069814532995224,,,,0.8434480532270413,0.8517993595905983,0,0.8289617822366038,0.8589617822366038,0.8289617822366038,0.03,0.683775536806713,0.987913663321624,4,4,1
53,0.6719948361933729,0.823264999324015,0.0917317693185175,0.07158398628234863,,,,0.851051506389914,0.8589077692427224,0,0.836705067073719,0.8667050670737191,0.836705067073719,0.03,0.683775536806713,0.987913663321624,4,4,1
54,0.6793775936300998,0.8239441387176654,0.07973991499641492,0.07311299443244934,,,,0.8586549595527868,0.8659260176362513,0,0.8440990239789883,0.8740990239789883,0.8440990239789883,0.03,0.683775536806713,0.987913663321624,4,4,1
55,0.6864899114210636,0.8245124794341178,0.06910832035814943,0.07444090396165848,,,,0.8662584127156596,0.8728701248458653,0,0.8512080056705875,0.8812080056705875,0.8512080056705875,0.03,0.683775536806713,0.987913663321624,4,4,1
56,0.693382495143779,0.8249895740883836,0.05964387221857593,0.07559894025325775,,,,0.8738618658785324,0.8797532198920264,0,0.8580852422521884,0.8880852422521884,0.8580852422521884,0.03,0.683775536806713,0.987913663321624,4,4,1
57,0.7000975792100602,0.8253905633090562,0.051178166088012754,0.07661281526088715,,,,0.8814653190414051,0.8865859743252859,0,0.8647748825949892,0.8947748825949893,0.8647748825949892,0.03,0.683775536806713,0.987913663321624,4,4,1
58,0.7066697737550619,0.8257272101400298,0.0435794292438932,0.0775025337934494,,,,0.8890687722042779,0.893377263364518,0,0.8713129997585132,0.9013129997585132,0.8713129997585132,0.03,0.683775536806713,0.987913663321624,4,4,1
59,0.7131279297535162,0.8260088311967603,0.03672594379849688,0.07828538864850998,,,,0.8890687722042779,0.8948717234091116,0,0.877729583811079,0.907729583811079,0.877729583811079,0.03,0.683775536806713,0.987913663321624,4,4,1
60,0.7186395939553264,0.8262113433237716,0.03061539566107885,0.0789366364479065,,,,0.8966722253671507,0.901314765660472,0,0.8831995486785454,0.9131995486785455,0.8831995486785454,0.03,0.683775536806713,0.987913663321624,4,4,1
61,0.7241003851093076,0.8263785798592433,0.02511459198382793,0.07950938493013382,,,,0.9042756785300234,0.9078367479250823,0,0.8886135334092209,0.9186135334092209,0.8886135334092209,0.03,0.683775536806713,0.987913663321624,4,4,1
62,0.7296293331243803,0.8265174663345145,0.02011442091922381,0.08001808822154999,,,,0.9042756785300234,0.9091131735471811,0,0.8940900869323574,0.9240900869323574,0.8940900869323574,0.03,0.683775536806713,0.987913663321624,4,4,1
63,0.7343730151469602,0.8266128956216803,0.015623418284771855,0.08044667541980743,,,,0.9118791316928962,0.9153850151064397,0,0.8987849145341912,0.9287849145341912,0.8987849145341912,0.03,0.683775536806713,0.987913663321624,4,4,1
64,0.7391960855648612,0.8266882545998236,0.01154219927298828,0.08082558959722519,,,,0.9118791316928962,0.9164959959389711,0,0.9035547508283145,0.9335547508283145,0.9035547508283145,0.03,0.683775536806713,0.987913663321624,4,4,1
65,0.7433449797027784,0.8267361440893952,0.007864319507732706,0.08114773780107498,,,,0.9194825848557691,0.9226378740015314,0,0.9076550677801669,0.9376550677801669,0.9076550677801669,0.03,0.683775536806713,0.987913663321624,4,4,1
66,0.7476714198336429,0.8267701692983765,0.004503922598800298,0.08143285661935806,,,,0.9194825848557691,0.9236384564670452,0,0.9119282357469747,0.9419282357469747,0.9119282357469747,0.03,0.683775536806713,0.987913663321624,4,4,1
67,0.7514095877676901,0.8267870058312577,0.0014619489561077457,0.0816774070262909,,,,0.9270860380186419,0.9296919758374721,0,0.9156183097923383,0.9456183097923383,0.9156183097923383,0.03,0.683775536806713,0.987913663321624,4,4,1
68,0.7553946057211915,0.8267928317282455,-0.0013336934948837953,0.08169285953044891,,,,0.9270860380186419,0.9306164466590815,0,0.9195500650595991,0.9495500650595992,0.9195500650595991,0.03,0.683775536806713,0.987913663321624,4,4,1
69,0.7588512105212157,0.826788221674176,-0.0038745820595279287,0.08149801194667816,,,,0.9346894911815146,0.9366093982399059,0,0.9229588811432116,0.9529588811432116,0.9229588811432116,0.03,0.683775536806713,0.987913663321624,4,4,1
70,0.7626022337624444,0.826773687954092,-0.006221170748724149,0.08130799978971481,,,,0.9346894911815146,0.9374811909334887,0,0.9266564783476491,0.9566564783476491,0.9266564783476491,0.03,0.683775536806713,0.987913663321624,4,4,1
71,0.7658664686933375,0.8267533803292338,-0.008364928603625942,0.0811275914311409,,,,0.9346894911815146,0.9381697952574676,0,0.9298729612964813,0.9598729612964814,0.9298729612964813,0.03,0.683775536806713,0.987913663321624,4,4,1
72,0.7686008211127424,0.8267305071329712,-0.010314013356084346,0.08095936477184296,,,,0.9422929443443874,0.9440024080808855,0,0.9325663495782961,0.9625663495782961,0.9325663495782961,0.03,0.683775536806713,0.987913663321624,4,4,1
73,0.7717390612526783,0.8266981381344527,-0.012123051268716552,0.08079224079847336,,,,0.9422929443443874,0.9447412963776398,0,0.9356565691532786,0.9656565691532786,0.9356565691532786,0.03,0.683775536806713,0.987913663321624,4,4,1
74,0.7744926693338042,0.8266647543670426,-0.013784324342610541,0.08063523471355438,,,,0.9422929443443874,0.9453221906509645,0,0.9383672231755615,0.9683672231755616,0.9383672231755615,0.03,0.683775536806713,0.987913663321624,4,4,1
75,0.7768012969379647,0.8266329294796781,-0.01530423380923614,0.08049041777849197,,,,0.9498963975072601,0.9510656725811304,0,0.9406392074374428,0.9706392074374428,0.9406392074374428,0.03,0.683775536806713,0.987913663321624,4,4,1
76,0.7795852911617523,0.8265903192543855,-0.016732308658941382,0.08034173399209976,,,,0.9498963975072601,0.9517282334761699,0,0.9433783173458836,0.9733783173458836,0.9433783173458836,0.03,0.683775536806713,0.987913663321624,4,4,1
77,0.7820450859883414,0.826549157366671,-0.01804002373119804,0.080203577876091,,,,0.9498963975072601,0.9522473928424618,0,0.945797877044049,0.9757978770440491,0.945797877044049,0.03,0.683775536806713,0.987913663321624,4,4,1
78,0.7841091136769072,0.8265119182183664,-0.019242620648199517,0.0800771564245224,,,,0.9498963975072601,0.9526766269565305,0,0.9478276993364023,0.9778276993364023,0.9478276993364023,0.03,0.683775536806713,0.987913663321624,4,4,1
79,0.7858324409317035,0.8264787527921678,-0.020352161019432425,0.07996179908514023,,,,0.9574998506701329,0.9582965021307209,0,0.949522126506827,0.979522126506827,0.949522126506827,0.03,0.683775536806713,0.987913663321624,4,4,1
80,0.7881262933665574,0.8264320614912057,-0.0213992681618794,0.07983753830194473,,,,0.9574998506701329,0.958855077397122,0,0.9517770926081404,0.9817770926081404,0.9517770926081404,0.03,0.683775536806713,0.987913663321624,4,4,1
81,0.7901788515981641,0.8263881315413903,-0.0223682382966753,0.07972191274166107,,,,0.9574998506701329,0.959289503498481,0,0.9537945015368469,0.9837945015368469,0.9537945015368469,0.03,0.683775536806713,0.987913663321624,4,4,1
82,0.7919042092788752,0.8263495318918016,-0.023278947107359352,0.0796159878373146,,,,0.9574998506701329,0.9596480324877152,0,0.9554900381262346,0.9854900381262346,0.9554900381262346,0.03,0.683775536806713,0.987913663321624,4,4,1
83,0.793344699759886,0.8263159927314714,-0.024110611400339012,0.07952097058296204,,,,0.9574998506701329,0.9599462387279143,0,0.9569054153800484,0.9869054153800484,0.9569054153800484,0.03,0.683775536806713,0.987913663321624,4,4,1
84,0.7945463990972704,0.826287013410075,-0.024892248248701555,0.07943425327539444,,,,0.9651033038330057,0.9654574930733607,0,0.9580860001336271,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
85,0.796404760375899,0.8262407450630704,-0.02563254552859699,0.07933329045772552,,,,0.9651033038330057,0.9659243672898014,0,0.9599114699377596,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
86,0.7980954420964333,0.8261973990933155,-0.0263215940862274,0.07923908531665802,,,,0.9651033038330057,0.9662833258844099,0,0.9615720220804971,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
87,0.7995184028237227,0.8261599358464103,-0.026959214718790574,0.07915463298559189,,,,0.9651033038330057,0.9665793558742117,0,0.9629694629758947,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
88,0.8007076414929907,0.8261278671362255,-0.027554632700600136,0.07907863706350327,,,,0.9651033038330057,0.9668254526511837,0,0.9641372487097684,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
89,0.8016999039805407,0.8261005187860055,-0.02811654811349025,0.07900985330343246,,,,0.9651115143572535,0.9670362644735372,0,0.9651115143572536,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
90,0.8025287466163696,0.8260772084492463,-0.02866037989103804,0.07894648611545563,,,,0.9659252475012912,0.9677706539626486,0,0.9659252475012914,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
91,0.8033113624246662,0.8260547722393711,-0.029173724854881757,0.07888618856668472,,,,0.9666935264891074,0.9684727684152227,0,0.9666935264891076,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
92,0.8040654539143027,0.826032766338263,-0.02966023073534602,0.0788283720612526,,,,0.9727067569958785,0.9728017910768076,0,0.9674337400046416,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
93,0.8053873417057311,0.825993547339988,-0.03011891603974113,0.07875537872314453,,,,0.9727067569958785,0.9731388563686145,0,0.9687311945264949,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
94,0.8066032233247468,0.8259569152259908,-0.0305436440117023,0.07868751883506775,,,,0.9727067569958785,0.9733979325458206,0,0.9699245104851473,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
95,0.807628317243879,0.8259255953820649,-0.03094543467477586,0.0786266028881073,,,,0.9727067569958785,0.9736118307652326,0,0.9709305079477125,0.987913663321624,0.957913663321624,0.03,0.683775536806713,0.987913663321624,4,4,1
