timestep,time,x,y,theta,v,omega,controller_computation_time,solver_computation_time,solver_raw_status,solver_status_code,solver_success
0,0.1,0.3090564520233294,0.2,-3.0158351909480827e-10,0.09056452023329374,-3.0158351909480822e-09,2.297822260999965,0.029496431350708008,success,0,True
1,0.2,0.3159732313429215,0.199999999997914,0.11075327969279422,0.06916779319592108,1.1075327999437774,0.028294899999309564,0.02456188201904297,success,0,True
2,0.30000000000000004,0.32343647606674275,0.2008299751783737,0.18563601201849697,0.07509252999321926,0.7488273232570275,0.03313029899800313,0.029096126556396484,success,0,True
3,0.4,0.33321320309470903,0.20266602696811067,0.24464076503254836,0.09947636782370105,0.5900475301405138,0.12990659800198046,0.12645435333251953,success,0,True
4,0.5,0.3412743788093686,0.20467842704421582,0.3352797519218186,0.08308568346527886,0.9063898688927021,0.030925998999009607,0.02726006507873535,success,0,True
5,0.6000000000000001,0.35109967229056116,0.2081019012132872,0.3781404151248376,0.10404641626594516,0.42860663203018995,0.031177700002444908,0.027457714080810547,success,0,True
6,0.7000000000000001,0.36412823366552516,0.21327760241073354,0.4268865162651253,0.14018961958235393,0.487461011402877,0.031223498997860588,0.027608394622802734,success,0,True
7,0.8,0.37404048395573414,0.21778626906715995,0.526339345183987,0.10889480283030933,0.9945282891886168,0.030762400001549395,0.02691507339477539,success,0,True
8,0.9,0.3832625316654957,0.22314437250159713,0.5831886584959424,0.10665619362008252,0.5684931331195542,0.03411379899989697,0.030051231384277344,success,0,True
9,1.0,0.3954900409902889,0.23121129303065643,0.6116394427443119,0.14648794868864265,0.2845078424836952,0.0326561000001675,0.02874279022216797,success,0,True
10,1.1,0.40513536392928473,0.2379761555741963,0.6856980013952091,0.11781155284203158,0.7405855865089718,0.031197698997857515,0.026888608932495117,success,0,True
11,1.2000000000000002,0.41327188484414606,0.2446328810584242,0.7546494537291525,0.10512609893377803,0.6895145233394335,0.02848459999950137,0.02483224868774414,success,0,True
12,1.3,0.423725383638954,0.25446250341580956,0.7998822912283815,0.14349115399280246,0.45232837499229017,0.0337833990015497,0.029552459716796875,success,0,True
13,1.4000000000000001,0.4311009411683615,0.262054873483812,0.8223811479776661,0.10585033401888677,0.22498856749284604,0.033055699001124594,0.029148578643798828,success,0,True
14,1.5,0.4408132729615511,0.27251352887521196,0.8565883689880123,0.14272801457915013,0.34207221010346167,0.03321259999938775,0.02845621109008789,success,0,True
15,1.6,0.44622695324162187,0.2787586032879621,0.9637724969000314,0.08264919152394294,1.071841279120191,0.032982999000523705,0.028499603271484375,success,0,True
16,1.7000000000000002,0.45150337082223696,0.2863560581114332,1.014349281416671,0.09249967690738621,0.5057678451663956,0.03074930000002496,0.026670455932617188,success,0,True
17,1.8,0.4626450358959943,0.3042683856962914,1.0156103188036716,0.21094742949916578,0.012610373870005409,0.03458049899927573,0.030077695846557617,success,0,True
18,1.9000000000000001,0.46820480062822273,0.31323193929896903,1.09953480439687,0.10547809112123988,0.8392448559319835,0.0353826989994559,0.03043055534362793,success,0,True
19,2.0,0.4713006743737371,0.31930759381736495,1.1395858694617924,0.0681894508520708,0.40051065064922453,0.11192369899799814,0.1074671745300293,success,0,True
20,2.1,0.4768608211146072,0.33139258646705544,1.1432251160323121,0.13302716982747592,0.036392465705197385,0.032499198998266365,0.028451204299926758,success,0,True
21,2.2,0.4815268820024481,0.34163225758066745,1.2206052575963187,0.11252688066590064,0.7738014156400642,0.1283699980012898,0.12467789649963379,success,0,True
22,2.3000000000000003,0.4842882939442009,0.3491926941428757,1.2584485882812,0.08048950050983653,0.378433306848813,0.03201969899964752,0.028370380401611328,success,0,True
23,2.4000000000000004,0.4874281681873721,0.35891613258999605,1.3186373645699572,0.10217830762831631,0.6018877628875723,0.030537599999661325,0.026858806610107422,success,0,True
24,2.5,0.49002998924370644,0.36901468708918667,1.3396267035982872,0.10428340030048305,0.20989339028329906,0.03254199900038657,0.02885270118713379,success,0,True
25,2.6,0.49213761405013756,0.3779689213971325,1.4313083225931664,0.09198934414717733,0.9168161899487934,0.03619009999965783,0.030609607696533203,success,0,True
26,2.7,0.4940988800752193,0.3919380756021739,1.4767635315906964,0.1410616296607146,0.4545520899753007,0.03630069900100352,0.03146767616271973,success,0,True
27,2.8000000000000003,0.4948208765008489,0.3995935660550258,1.497999187168507,0.07689461158776205,0.21235655577810697,0.034839498999645,0.03076624870300293,success,0,True
28,2.9000000000000004,0.4959942446455648,0.4156834109741086,1.5113107054295725,0.161325727124712,0.1331151826106547,0.03183130000252277,0.02797842025756836,success,0,True
29,3.0,0.4964733285508674,0.42372768579634607,1.5505674075654738,0.08058528327430742,0.3925670213590139,0.03403429900208721,0.029747962951660156,success,0,True
30,3.1,0.49680044696595743,0.4398963100422201,1.5576533201369476,0.1617193298470396,0.07085912571473646,0.036568499002896715,0.03216743469238281,success,0,True
31,3.2,0.49701868614400047,0.45650031987543244,1.5801297217363295,0.16605444013342305,0.22476401599381837,0.03546039999855566,0.030156612396240234,success,0,True
32,3.3000000000000003,0.4968444232716269,0.4751706765134341,1.5634992280594326,0.18671169876010987,-0.16630493676896865,0.035262399000203004,0.029940366744995117,success,0,True
33,3.4000000000000004,0.4969872838474701,0.4947480517621139,1.5858054504203873,0.19577896484856372,0.22306222360954595,0.04145749999952386,0.03705954551696777,success,0,True
34,3.5,0.4966535084552208,0.5169845484813445,1.564032767005523,0.22239001604317205,-0.21772683414864277,0.04264649999822723,0.03830361366271973,success,0,True
35,3.6,0.49677163305327887,0.5344491382090332,1.5775028207324366,0.17464989200602382,0.13470053726913653,0.0439589990019158,0.03914499282836914,success,0,True
36,3.7,0.4966539978839973,0.5519893621686476,1.588087723077039,0.17540618420867685,0.10584902344602376,0.03445339899917599,0.03012681007385254,success,0,True
37,3.8000000000000003,0.4963425305288037,0.5700004184980835,1.5411442157615869,0.18013749249266894,-0.4694350731545206,0.03448019999996177,0.030282020568847656,success,0,True
38,3.9000000000000004,0.4968652735560536,0.5876244524434393,1.5320048545329572,0.1763178473041207,-0.091393612286296,0.03576369900110876,0.03060603141784668,success,0,True
39,4.0,0.4975751807364133,0.6059158711225253,1.445115914297061,0.18305189578322908,-0.8688894023589602,0.034346099997492274,0.030497312545776367,success,0,True
40,4.1000000000000005,0.4996330466739582,0.6222033690506461,1.4078520394312433,0.16416985136603063,-0.37263874865817775,0.037695998998970026,0.03376483917236328,success,0,True
41,4.2,0.5022399889973354,0.6380605018929051,1.405540847574035,0.16069997207668216,-0.023111918572083112,0.03266929899837123,0.028810977935791016,success,0,True
42,4.3,0.5044851107738897,0.6515223662605579,1.4229142438806694,0.13647797039985557,0.17373396306634414,0.02821639999820036,0.024552583694458008,success,0,True
43,4.4,0.5065473871038748,0.6653659701858401,1.4332264361048364,0.1399636928997322,0.10312192224166895,0.03268269899854204,0.028560161590576172,success,0,True
44,4.5,0.5083769181455831,0.6785808885308017,1.392159582222812,0.13340961385768862,-0.41066853882024235,0.033143699998618104,0.02965259552001953,success,0,True
45,4.6000000000000005,0.5107124631442798,0.6915157902045764,1.348744663679018,0.1314406526730441,-0.4341491854379424,0.028194698999868706,0.02446293830871582,success,0,True
46,4.7,0.5136750608127134,0.7046377123962039,1.2698456713126336,0.13452205281965263,-0.7889899236638441,0.035427400001935894,0.03156471252441406,success,0,True
47,4.800000000000001,0.5175956337857844,0.7172693122905661,1.1600621365772923,0.13226042806842356,-1.0978353473534135,0.0307072989999142,0.026543378829956055,success,0,True
48,4.9,0.522855223979767,0.729346321416783,1.050565456167151,0.13172601809944975,-1.0949668041014133,0.031691700001829304,0.02752375602722168,success,0,True
49,5.0,0.5290843293596179,0.7402198572685125,0.9427300631020398,0.12531382036795946,-1.078353930651111,0.034086700001353165,0.030417203903198242,success,0,True
50,5.1000000000000005,0.5359740548451535,0.7497077832720284,0.8376728070457655,0.11725572784057511,-1.050572560562743,0.03273249900303199,0.029155731201171875,success,0,True
51,5.2,0.5434536351151996,0.7580132749985227,0.7393810976798563,0.11176999321594681,-0.9829170936590929,0.02772670000194921,0.024026155471801758,success,0,True
