solve_step,horizon_stage,phi,d_mf_mask,phi_gt_d_mf_mask,mf_valid,mf_active,row_g_residual,row_g_feasible,row_m_residual_before_slack,row_m_lower_slack,row_m_residual_after_slack,row_m_feasible_before_slack,row_m_feasible_after_slack
0,1,0.029999956488609314,0.001,True,True,True,0.041340081296072695,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,2,0.029999956488609314,0.001,True,True,True,0.05360430806491323,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,3,0.029999956488609314,0.001,True,True,True,0.06578468128545178,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,4,0.029999956488609314,0.001,True,True,True,0.07787059592458079,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,5,0.029999956488609314,0.001,True,True,True,0.08985070125718109,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,6,0.029999956488609314,0.001,True,True,True,0.10171429817041677,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,7,0.029999956488609314,0.001,True,True,True,0.11345250385335526,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,8,0.029999956488609314,0.001,True,True,True,0.12505936360425918,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,9,0.029999956488609314,0.001,True,True,True,0.1365330313643499,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,10,0.029999956488609314,0.001,True,True,True,0.14787709531161597,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,11,0.029999956488609314,0.001,True,True,True,0.15910206988461784,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,12,0.029999956488609314,0.001,True,True,True,0.17022698260883218,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,13,0.029999956488609314,0.001,True,True,True,0.18128081348614322,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,14,0.029999956488609314,0.001,True,True,True,0.19230324468822446,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,15,0.029999956488609314,0.001,True,True,True,0.20334369834571275,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,16,0.029999956488609314,0.001,True,True,True,0.2144569791140324,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,17,0.029999956488609314,0.001,True,True,True,0.22569315067205198,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,18,0.029999956488609314,0.001,True,True,True,0.2370790259938842,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,19,0.029999956488609314,0.001,True,True,True,0.24858967105701468,True,0.20000000298023224,7.800190277697904e-11,0.20000000305823415,True,True
0,20,0.029999956488609314,0.001,True,True,True,0.2601114162462125,True,0.20000000298023224,8.239273745410348e-12,0.2000000029884715,True,True
1,1,0.0299999937415123,0.001,True,True,True,0.02960553651827469,True,0.20000000298023224,4.95375083072428e-14,0.20000000298028178,True,True
1,2,0.0299999937415123,0.001,True,True,True,0.030234592652311654,True,0.20000000298023224,4.95375083072428e-14,0.20000000298028178,True,True
