timestep,x,y,theta,sdf_value,risk_margin_stage0,risk_margin_5,risk_margin_max,path_s,predicted_s,solver_status,planner_projected_s_raw,planner_projected_s,planner_slice_start_s,planner_slice_lookback,slice_start_s,slice_end_s,slice_start_idx,slice_end_idx,slice_n_segments
0,0.075,0.7949999999999999,-1.5707963267948966,0.029999956488609314,,,,0.012781250000000003,0.02231023881579842,0,0.011250000000000093,0.04125000000000009,0.011250000000000093,0.03,0.0,2.891614275999009,0,15,16
1,0.075,0.7826598772790299,-1.5707963218488885,0.0299999937415123,,,,0.023590122720970164,0.03213165578597598,0,0.023590122720970164,0.05359012272097016,0.023590122720970164,0.03,0.0,2.891614275999009,0,15,16
2,0.07500000005655971,0.771224450503761,-1.5619986462426658,0.0293419249355793,,,,0.03502554949623904,0.042972444860591645,0,0.03502554949623904,0.06502554949623904,0.03502554949623904,0.03,0.0,2.891614275999009,0,15,16
3,0.07510452504335893,0.7593437861117585,-1.5439935517944245,0.027901671826839447,,,,0.04072293336454437,0.05028940603298975,0,0.046906213888241566,0.07690621388824156,0.046906213888241566,0.03,0.0,2.891614275999009,0,15,16
4,0.07542478365409376,0.7473979365870252,-1.5482593685986614,0.027896521613001823,,,,0.05502894060329897,0.06342265479222482,0,0.05885206341297478,0.08885206341297477,0.058852063412974776,0.03,0.0,2.891614275999009,0,15,16
5,0.07570845452445024,0.7348131485507423,-1.5442227884908317,0.02731465734541416,,,,0.056342265479222484,0.06805500145330069,0,0.07143685144925771,0.10143685144925771,0.07143685144925771,0.03,0.0,2.891614275999009,0,15,16
6,0.0760273806568845,0.7228143302133776,-1.551395956379539,0.027526164427399635,,,,0.07100687518166258,0.08125623941724229,0,0.08343566978662242,0.11343566978662242,0.08343566978662242,0.03,0.0,2.891614275999009,0,15,16
7,0.07626509881129713,0.7105625883702215,-1.5529665933688699,0.027404900640249252,,,,0.08718843591258635,0.09603372982019848,0,0.09568741162977856,0.12568741162977856,0.09568741162977856,0.03,0.0,2.891614275999009,0,15,16
8,0.07649608129146879,0.6976090574487251,-1.5534361122224356,0.027208754792809486,,,,0.08940505947302979,0.1013402682239224,0,0.10864094255127488,0.13864094255127488,0.10864094255127488,0.03,0.0,2.891614275999009,0,15,16
9,0.07670345805202586,0.6856647392257246,-1.5396136817220205,0.025980107486248016,,,,0.10523454693918642,0.11539437867244787,0,0.12058526077427545,0.15058526077427545,0.12058526077427545,0.03,0.0,2.891614275999009,0,15,16
10,0.0770684865473018,0.6739623908829514,-1.5220849481353802,0.024332983419299126,,,,0.10769401626767837,0.12023159410990034,0,0.13228760911704862,0.16228760911704862,0.13228760911704862,0.03,0.0,2.891614275999009,0,15,16
11,0.07756852773803583,0.6637051236298775,-1.5028318453004748,0.022937901318073273,,,,0.12404631882198007,0.13387593609710116,0,0.14254487637012248,0.17254487637012247,0.14254487637012248,0.03,0.0,2.891614275999009,0,15,16
12,0.07820338290621093,0.6543785260951802,-1.4803754058961542,0.021593064069747925,,,,0.12677518721942022,0.13808247125246764,0,0.1518714739048198,0.1818714739048198,0.1518714739048198,0.03,0.0,2.891614275999009,0,15,16
13,0.0789110391924007,0.6465736216399867,-1.4555220785200438,0.020260311663150787,,,,0.14356855603180524,0.15168864208490956,0,0.15967637836001336,0.18967637836001336,0.15967637836001336,0.03,0.0,2.891614275999009,0,15,16
14,0.07966465884189756,0.6400649813412079,-1.4271464272101222,0.018875345587730408,,,,0.14662994446910466,0.15592807161586958,0,0.1661850186587921,0.1961850186587921,0.1661850186587921,0.03,0.0,2.891614275999009,0,15,16
15,0.08072909579134536,0.6327060816550661,-1.396494994082178,0.01754942536354065,,,,0.16398201790396738,0.1704764247019004,0,0.17354391834493388,0.20354391834493388,0.17354391834493388,0.03,0.0,2.891614275999009,0,15,16
16,0.08137302955986363,0.6290491996054076,-1.3649842689017762,0.016242079436779022,,,,0.1676191061754751,0.17806983431186563,0,0.1772008003945924,0.2072008003945924,0.1772008003945924,0.03,0.0,2.891614275999009,0,15,16
17,0.08471548082312695,0.6130388471000406,-1.3197616632059808,0.014999322593212128,,,,0.18646920443576304,0.19546188984710378,0,0.1932111528999594,0.2232111528999594,0.1932111528999594,0.03,0.0,2.891614275999009,0,15,16
18,0.08674668998079528,0.605118184123584,-1.2551721284336663,0.013540059328079224,,,,0.19125201970795352,0.20108625433782926,0,0.20113181587641607,0.23113181587641607,0.20113181587641607,0.03,0.0,2.891614275999009,0,15,16
19,0.08926211611837019,0.5974149144323815,-1.1942503520117194,0.012433186173439026,,,,0.20883508556761857,0.21388515812221065,0,0.20883508556761857,0.23883508556761857,0.20883508556761857,0.03,0.0,2.891614275999009,0,15,16
20,0.09079221816762321,0.593545286044331,-1.147911503186506,0.011641096323728561,,,,0.21270471395566906,0.21843934503816245,0,0.21270471395566906,0.24270471395566906,0.21270471395566906,0.03,0.0,2.891614275999009,0,15,16
21,0.09164374544776502,0.5916531594250275,-1.0775827342388196,0.01035301759839058,,,,0.21459684057497252,0.22398106891542188,0,0.21459684057497252,0.24459684057497252,0.21459684057497252,0.03,0.0,2.891614275999009,0,15,16
22,0.0980359881256921,0.57976112637818,-1.0068908750590133,0.009736135601997375,,,,0.22953686852979652,0.23695032457873777,0,0.22953686852979652,0.2595368685297965,0.22953686852979652,0.03,0.2250000000000001,2.891614275999009,1,15,15
23,0.10164204754911464,0.5740589763946248,-0.887188525513881,0.00887611135840416,,,,0.23779875811446854,0.24438413258856384,0,0.23476105502736777,0.2647610550273678,0.2347610550273678,0.03,0.2250000000000001,2.891614275999009,1,15,15
24,0.10579535147837169,0.5689606830009005,-0.826723423874472,0.008544720709323883,,,,0.24031344702717733,0.2511936304809782,0,0.24031344702717733,0.2703134470271773,0.2403134470271773,0.03,0.2250000000000001,2.891614275999009,1,15,15
25,0.11033873804391603,0.5640253632927144,-0.7158958344297373,0.00817253440618515,,,,0.251309681524049,0.2605727868376692,0,0.24618436710439492,0.2761843671043949,0.24618436710439492,0.03,0.2250000000000001,2.891614275999009,1,15,15
26,0.11647340622739702,0.5586892288155256,-0.6123080860902541,0.00807526707649231,,,,0.25369165823403206,0.26564661804333667,0,0.25369165823403206,0.2836916582340321,0.25369165823403206,0.03,0.2250000000000001,2.891614275999009,1,15,15
27,0.12285172361501333,0.5542093539622233,-0.5560216771102594,0.008222009986639023,,,,0.26554849635325034,0.27719605955775994,0,0.2611593222262236,0.29115932222622365,0.2611593222262236,0.03,0.2250000000000001,2.891614275999009,1,15,15
28,0.1316785319976737,0.548724187845474,-0.4360234277990512,0.009216248989105225,,,,0.27126772974127666,0.28465442101889193,0,0.27126772974127666,0.3012677297412767,0.27126772974127666,0.03,0.2250000000000001,2.891614275999009,1,15,15
29,0.1401149963213144,0.5447933719998352,-0.37236578820947236,0.010019663721323013,,,,0.2809654421018893,0.2944168853746679,0,0.28051429565320357,0.31051429565320354,0.2805142956532035,0.03,0.2250000000000001,2.891614275999009,1,15,15
30,0.15228235580727395,0.5400409551955413,-0.2834465792170146,0.011928223073482513,,,,0.29617711067183355,0.31040911612422667,0,0.2935601125281126,0.32356011252811256,0.29356011252811254,0.03,0.2250000000000001,2.891614275999009,1,15,15
31,0.16693805373309284,0.5357719026522458,-0.21232593575167907,0.014216348528862,,,,0.30881372132038537,0.32221676602111254,0,0.30881372132038537,0.33881372132038534,0.3088137213203853,0.03,0.2250000000000001,2.891614275999009,1,15,15
32,0.17986485140765385,0.5329852049191774,-0.17993635391989715,0.01558804139494896,,,,0.32195838957021206,0.33530031787852077,0,0.32195838957021206,0.3519583895702121,0.32195838957021206,0.03,0.2250000000000001,2.891614275999009,1,15,15
33,0.19398983818383742,0.5304158164856078,-0.11099032283558771,0.01928360015153885,,,,0.3318025556287412,0.34612088670388175,0,0.336171040574339,0.366171040574339,0.336171040574339,0.03,0.2250000000000001,2.891614275999009,1,15,15
34,0.20812009091604997,0.5288410233082733,-0.04112557879875961,0.023709282279014587,,,,0.3454555031723643,0.3591998603066914,0,0.3454555031723643,0.3754555031723643,0.3454555031723643,0.03,0.3435854122563143,2.891614275999009,2,15,14
35,0.2221812166399944,0.5282624251406157,0.01636147428610507,0.025516556575894356,,,,0.3595166288963087,0.37246789320895174,0,0.3595166288963087,0.38951662889630867,0.35951662889630864,0.03,0.3435854122563143,2.891614275999009,2,15,14
36,0.23572378009777858,0.5284840212183483,0.06419056970017625,0.02224559336900711,,,,0.3730591923540929,0.38530739501174,0,0.3730591923540929,0.40305919235409293,0.3730591923540929,0.03,0.3435854122563143,2.891614275999009,2,15,14
37,0.24872974283262023,0.5293200299295823,0.10581373829557944,0.019869714975357056,,,,0.38421456096297124,0.3964448652939173,0,0.3860651550889345,0.4160651550889345,0.38606515508893446,0.03,0.3435854122563143,2.891614275999009,2,15,14
38,0.26103689493521187,0.5306271778612284,0.14458247554119158,0.01803523302078247,,,,0.39837230719152616,0.409633288361712,0,0.39837230719152616,0.4283723071915262,0.39837230719152616,0.03,0.3435854122563143,2.891614275999009,2,15,14
39,0.2731341350138497,0.5323885169821015,0.18209834758793714,0.01662837713956833,,,,0.410469547270164,0.42151108207566157,0,0.410469547270164,0.44046954727016396,0.41046954727016394,0.03,0.3435854122563143,2.891614275999009,2,15,14
40,0.2848977405545892,0.5345546460174975,0.22293574690975346,0.015486739575862885,,,,0.4222331528109035,0.43328903382975925,0,0.4222331528109035,0.4522331528109035,0.42223315281090346,0.03,0.3435854122563143,2.891614275999009,2,15,14
41,0.29651345263966494,0.5371879744821534,0.27097336065364386,0.01458682119846344,,,,0.432040955492331,0.4435578325026272,0,0.43384886489597924,0.4638488648959792,0.4338488648959792,0.03,0.3435854122563143,2.891614275999009,2,15,14
42,0.3076062092468831,0.5402696125275206,0.2997596473570082,0.014312922954559326,,,,0.4449416215031974,0.4561988104982278,0,0.4449416215031974,0.4749416215031974,0.4449416215031974,0.03,0.3435854122563143,2.891614275999009,2,15,14
43,0.3188718305124898,0.5437515109590422,0.3040636418105297,0.01431845873594284,,,,0.45620146863590877,0.46782227243661556,0,0.45620146863590877,0.48620146863590874,0.4562014686359087,0.03,0.45608541225631427,2.891614275999009,3,15,13
44,0.3300694051302595,0.5472652467805748,0.31144295424416063,0.014412082731723785,,,,0.4679355614836778,0.4796741153753182,0,0.4679355614836778,0.4979355614836778,0.46793556148367776,0.03,0.45608541225631427,2.891614275999009,3,15,13
45,0.3411126940673697,0.5508202941531433,0.31884575088918216,0.01458859071135521,,,,0.47953634994257166,0.4914042761484486,0,0.47953634994257166,0.5095363499425717,0.47953634994257166,0.03,0.45608541225631427,2.891614275999009,3,15,13
46,0.35199913209494765,0.5544140040931591,0.33028711323612153,0.014986108988523483,,,,0.4910005627406405,0.503457516849211,0,0.4910005627406405,0.5210005627406405,0.4910005627406405,0.03,0.45608541225631427,2.891614275999009,3,15,13
47,0.3633053821173824,0.558290303267017,0.34022986588036025,0.015444077551364899,,,,0.5029524067286696,0.5160588960686007,0,0.5029524067286696,0.5329524067286696,0.5029524067286696,0.03,0.45608541225631427,2.891614275999009,3,15,13
48,0.3751396170734898,0.5624795695190428,0.3544816801624622,0.01626897230744362,,,,0.5155041100848621,0.5289706243391754,0,0.5155041100848621,0.5455041100848621,0.5155041100848621,0.03,0.45608541225631427,2.891614275999009,3,15,13
49,0.3870647787351074,0.5668932590330907,0.3700740460333578,0.017355412244796753,,,,0.5282130429547104,0.5419908232525511,0,0.5282130429547104,0.5582130429547104,0.5282130429547104,0.03,0.45608541225631427,2.891614275999009,3,15,13
50,0.3990427491512644,0.5715400928859276,0.38363731041567134,0.01947273500263691,,,,0.5439712239057498,0.557189053986655,0,0.5410458013213957,0.5710458013213957,0.5410458013213957,0.03,0.45608541225631427,2.891614275999009,3,15,13
51,0.4113853186002691,0.5765220037862258,0.3959257855223618,0.027112964540719986,,,,0.5612785495591239,0.5736060751257354,0,0.5543304093671912,0.5843304093671913,0.5543304093671912,0.03,0.45608541225631427,2.891614275999009,3,15,13
52,0.42418578573026,0.581872585651262,0.4067817912946,0.03805599734187126,,,,0.5681660012907288,0.5828979682225874,0,0.5681660012907288,0.5981660012907288,0.5681660012907288,0.03,0.45608541225631427,2.891614275999009,3,15,13
53,0.4364225087928051,0.5871442931300965,0.41530349070286277,0.04967983439564705,,,,0.5814479234495689,0.5964633657030582,0,0.581441836362161,0.611441836362161,0.581441836362161,0.03,0.45608541225631427,2.891614275999009,3,15,13
54,0.44883681792571195,0.592618397324062,0.4213479051862125,0.061991799622774124,,,,0.6001704517818316,0.613133945910646,0,0.5949501478335868,0.6249501478335868,0.5949501478335868,0.03,0.45608541225631427,2.891614275999009,3,15,13
55,0.46083759958465703,0.5979970304752261,0.4290928708228379,0.05223957821726799,,,,0.6080359621025956,0.6231092957817074,0,0.6080359621025956,0.6380359621025956,0.6080359621025956,0.03,0.45608541225631427,2.891614275999009,3,15,13
56,0.47271969361919175,0.6034333683331867,0.434325141931758,0.04030783474445343,,,,0.6228413831376626,0.6385570420848553,0,0.6210274272351599,0.6510274272351599,0.6210274272351599,0.03,0.45608541225631427,2.891614275999009,3,15,13
57,0.48645596573611255,0.6098051623832998,0.41256140449619244,0.0267937108874321,,,,0.6437651104591631,0.6575554054917768,0,0.6360737373679464,0.6660737373679464,0.6360737373679464,0.03,0.45608541225631427,2.891614275999009,3,15,13
58,0.5004178944403372,0.6159160175238251,0.4055057963496513,0.013563646003603935,,,,0.6512516080077572,0.6671974339207816,0,0.6512516080077572,0.6812516080077572,0.6512516080077572,0.03,0.45608541225631427,2.891614275999009,3,15,13
59,0.514184119198462,0.6218258358882411,0.40801424764008004,0.0090847909450531,,,,0.6694190187556545,0.6836004669415188,0,0.6661802441719442,0.6961802441719442,0.6661802441719442,0.03,0.45608541225631427,2.891614275999009,3,15,13
60,0.5277088329488097,0.6276721959256355,0.42046177352740804,0.009769909083843231,,,,0.6808596955917685,0.6956554940835407,0,0.6808596955917685,0.7108596955917685,0.6808596955917685,0.03,0.45608541225631427,2.891614275999009,3,15,13
61,0.5405831171437058,0.6334286298694871,0.41975638883605515,0.009741254150867462,,,,0.6964456888501629,0.7097541116661373,0,0.6948936582281098,0.7248936582281098,0.6948936582281098,0.03,0.45608541225631427,2.891614275999009,3,15,13
62,0.5529079519245732,0.638928961871262,0.41490796255397056,0.009609028697013855,,,,0.708325380837223,0.7220203051040677,0,0.708325380837223,0.738325380837223,0.708325380837223,0.03,0.45608541225631427,2.891614275999009,3,15,13
63,0.5648060292135155,0.6441698129529787,0.3732741778380485,0.008962228894233704,,,,0.724162624753028,0.736054944883516,0,0.721270190669755,0.751270190669755,0.721270190669755,0.03,0.45608541225631427,2.891614275999009,3,15,13
64,0.5764360837935578,0.6487245459218849,0.31052159122683665,0.008594326674938202,,,,0.7337437622368174,0.7466370967874951,0,0.7337437622368174,0.7637437622368174,0.7337437622368174,0.03,0.45608541225631427,2.891614275999009,3,15,13
65,0.5884547216483323,0.6525813594134917,0.2675802885016335,0.008762683719396591,,,,0.7463652747493541,0.7589623119063511,0,0.7463652747493541,0.7763652747493541,0.7463652747493541,0.03,0.45608541225631427,2.891614275999009,3,15,13
66,0.6005082946811103,0.6558859046153799,0.20035086136846075,0.0096668042242527,,,,0.7588452871142773,0.771375917844786,0,0.7588452871142773,0.7888452871142774,0.7588452871142773,0.03,0.45608541225631427,2.891614275999009,3,15,13
67,0.6131659883936171,0.6584563700727517,0.16228768616478706,0.010560952126979828,,,,0.7716662822803797,0.7832525565630133,0,0.7716662822803797,0.8016662822803797,0.7716662822803797,0.03,0.45608541225631427,2.891614275999009,3,15,13
68,0.625170462934518,0.66042183384091,0.142954385852169,0.011219501495361328,,,,0.7836762609957966,0.7943190905666357,0,0.7836762609957966,0.8136762609957966,0.7836762609957966,0.03,0.45608541225631427,2.891614275999009,3,15,13
69,0.6362029083851961,0.6620098022888545,0.12456012695589534,0.012031540274620056,,,,0.7946447174463072,0.8053837178242312,0,0.7946447174463072,0.8246447174463072,0.7946447174463072,0.03,0.45608541225631427,2.891614275999009,3,15,13
