time,solve_mode,solver_status,u0,s,psdf,mf_probability_sum,mf_slack
0.0,sqp_rti,0,"[0.12340122720970081,4.946007985983568e-08,0.095289888157101]",0.022310238815798418,0.029999956488609314,"[-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09]","[null,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,7.519802968095605e-12,3.5425775055176305e-12]"
0.1,sqp_rti,0,"[0.11435426775268853,0.08797675606222628,0.08541533064991283]",0.03213165578597599,0.0299999937415123,"[-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09,-2.980232227667301e-09]","[null,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,8.15632107739928e-13,5.101625177488986e-13]"
0.2,sqp_rti,0,"[0.1277806299181036,0.06448957751064943,0.08446658159852945]",0.04347220765609198,0.0293419249355793,"[-2.980232227667301e-09,-2.980232227667301e-09,-3.0556332464293234e-09,8.488529451566862e-08,3.281251769618465e-05,0.0010227226687087865,0.00887318066232301,0.03692267525024001,0.09773678571829031,0.22771332999681954,0.7819023225115511,1.0104572120903768,0.5570072177652257,0.5587163783318381,0.6116716092882768,0.6581324438028335,0.6713511395018836,0.6842108778072895,0.7106665122362921,0.7527934373437055,0.8268019597560243]","[null,3.317708514528216e-17,3.317708515649029e-17,3.3177594551719454e-17,3.3259800804462314e-17,3.323665455941757e-17,3.30516269017919e-17,3.2933524863841504e-17,3.296791323456144e-17,3.3059167258314654e-17,3.291064962172449e-17,3.2889932914988996e-17,3.302368047130891e-17,3.291301581760801e-17,3.295976340627426e-17,3.3177085147907486e-17,3.3177085147907486e-17,3.3177085147907486e-17,3.3177085147907486e-17,3.3177085147907486e-17,5.5440484549533485e-18]"
0.30000000000000004,sqp_rti,0,"[0.12059783932963809,0.012696550166742489,0.09786353417994648]",0.05054676899220155,0.0287493709474802,"[-2.980232227667301e-09,-2.9807031565187714e-09,2.831206188935731e-08,2.0209033963602963e-05,0.0004419370409143586,0.00292167215503511,0.010347401705809972,0.02910759572954974,0.0997596720548633,0.16066707517565632,0.1514129064500665,0.16682889736924916,0.19616227990073837,0.21717600226395256,0.20661382981580995,0.4314818606364053,0.5845845125061191,0.6512382809327908,0.6945401470649784,0.8261732018535781,1.0545504977230358]","[null,1.7026668749841647e-17,1.7026886986267323e-17,1.708804020917752e-17,1.7079174914657107e-17,1.7056270309471125e-17,1.7040037109000668e-17,1.7005263782577706e-17,1.6954034379595285e-17,1.6973143979489482e-17,1.7029349554826387e-17,1.7016759978956563e-17,1.6969117623533763e-17,1.6971641840398744e-17,1.6975095884659214e-17,1.698572662952659e-17,1.6980065215431326e-17,1.6901414595900953e-17,1.7799847061025768e-17,1.715694525089191e-17,3.050807212791692e-18]"
0.4,sqp_rti,0,"[0.10627587296304608,0.4724285941095345,0.07008205598358114]",0.06206288249757836,0.028471196070313454,"[-2.980232227667301e-09,-2.9824359093488795e-09,1.1196244240063713e-07,3.68602654814143e-05,0.0006982066493532446,0.004449212292806676,0.017178344690685854,0.04744000744160509,0.08274080106755571,0.13133694601763618,0.1977229133986374,0.25088149209190785,0.31708675487392096,0.39440505134830134,0.4745326038565763,0.34495805706362376,0.28125741743916627,0.21609380991113075,null,null,0.8327063722264405]","[null,2.069085786850482e-14,2.0692290668753074e-14,2.079235470533491e-14,2.0794587399747596e-14,2.0781166237047798e-14,2.0745485509371903e-14,2.0819741572822267e-14,2.0778921160938416e-14,2.0745042864500596e-14,2.0745239975386743e-14,2.07483358099525e-14,2.0747833508876833e-14,2.074641987996805e-14,2.0715657609207103e-14,2.0763984668234335e-14,2.075551610762518e-14,2.0749392667029942e-14,2.069085786550542e-14,2.069085786550373e-14,4.165122229379408e-15]"
0.5,sqp_rti,0,"[0.10248943921848895,0.1946879686404261,0.0970854503298432]",0.06591483328274228,0.024840939790010452,"[-2.980232227667301e-09,2.9412902391445783e-09,9.274734076153424e-05,0.007252942368521864,0.055585720457696,0.1650707397976226,0.30821581169486295,0.45171914806371377,1.2698200641633093,0.7427514992911,0.48622192223665667,0.4494831616341351,0.43753633182146495,0.43643357041035263,0.43874629324589637,0.44858067469497237,0.4819594323869881,0.531317306762819,0.5872419332707632,0.6271297847967883,0.3327311242220741]","[null,4.134502052942972e-14,4.153981356301058e-14,4.13710787705182e-14,4.129254125587155e-14,4.131679256856153e-14,4.127269156369837e-14,4.1303850630858994e-14,4.134501437224527e-14,4.134501437221364e-14,4.134501437211197e-14,4.1345014372082853e-14,4.134501437214316e-14,4.1345014372102064e-14,4.134501437219067e-14,4.1345014372247795e-14,4.1345014372133744e-14,4.134501437223469e-14,4.134501437220656e-14,4.134501437220487e-14,8.538239068250793e-15]"
0.6,sqp_rti,0,"[0.15955298602648188,-0.1407948379431822,0.11208559275941977]",0.08194791343628477,0.022796044126152992,"[-2.980232227667301e-09,-7.593420559004471e-09,0.0001305849305687501,0.0046158691019070885,0.023925017164949103,0.06543549723321745,0.2790786811349005,0.5786915191134703,0.45740485650295143,0.37950374945969473,0.44947133091994634,0.5161021462035926,0.5727594939131888,0.6191412469843722,0.6553874971824516,0.6815260315484861,0.7030416671478583,0.7530096408894067,0.8648001395281926,1.0455466293665123,1.2729115497774515]","[null,7.843917502770328e-16,7.885986640001043e-16,7.858675602345456e-16,7.830727734361123e-16,7.834354189228964e-16,7.804412576879405e-16,7.798132279365747e-16,7.813664392261694e-16,7.833644242354204e-16,7.815425711130662e-16,7.807592841514403e-16,7.799389110759156e-16,7.8261730525003e-16,7.817193026464837e-16,7.821898796277849e-16,7.814214755120762e-16,7.818355631453226e-16,7.819185774125009e-16,7.818271685505991e-16,1.635241184905959e-16]"
0.7,sqp_rti,0,"[0.17235215265039028,0.43308574598114497,0.0934589812778327]",0.09663808514322599,0.02247432991862297,"[-2.980232227667301e-09,0.00025304552172236705,0.006707905657192675,0.04379159913430092,0.07345597219640349,0.12926407047652805,0.1864899522056625,0.22997304778049782,0.25579679791028737,0.27376972028161123,0.29524225197955106,0.3360498535189998,0.4055741096526962,0.48063718288850926,0.5710531052624075,0.5836388984910357,0.7753460915398562,0.7174867860749632,0.6653215851011687,0.6788229531192236,0.7177440824748291]","[null,3.633101708995021e-15,3.630390187368878e-15,3.62726335414272e-15,3.629004902699626e-15,3.627356816512009e-15,3.627987076688118e-15,3.6280599944111556e-15,3.62799138498546e-15,3.627994576953341e-15,3.6289665532332546e-15,3.628240401601092e-15,3.630959510378444e-15,3.627512266968061e-15,3.6307009127509105e-15,3.630700912833886e-15,3.628449488599481e-15,3.626430916012982e-15,3.63335397811712e-15,3.633870943535151e-15,4.372385354276244e-16]"
0.7999999999999999,sqp_rti,0,"[0.09588399479643618,0.19755408085010298,0.11318260702545677]",0.1008139734740296,0.018225694075226784,"[-2.980232227667301e-09,0.021838621052307383,0.12680413855654243,0.3533111687844917,0.19093715887495916,0.16169667099417878,0.20870673792395672,0.2673459800105789,0.35554334155209394,0.45601892893208423,0.5330740926584256,0.5195541559095715,0.5022209927371282,0.4366242194126791,0.39209670850629125,0.4029706014735915,0.4658433493536556,0.5649942935908558,0.7813703484677397,1.0777320919113123,1.1046262984165736]","[null,5.215319091305947e-15,5.214037800062386e-15,5.210872836239833e-15,5.2206348119748846e-15,5.224870321199696e-15,5.222725701156256e-15,5.212185613144715e-15,5.212845067440523e-15,5.225046324633531e-15,5.2299466240871644e-15,5.229946624070971e-15,5.2299466240925034e-15,5.229946624064332e-15,5.2299466240624636e-15,5.229946624067891e-15,5.2299466240830876e-15,5.229946624067714e-15,5.229946624091279e-15,5.229946624063738e-15,9.803490651073312e-16]"
0.8999999999999999,sqp_rti,0,"[0.23690621062444217,-0.4220854595848875,0.15929954988515904]",0.12107240034647106,0.01578759402036667,"[-2.980232227667301e-09,6.296843663156082e-08,0.0024128209115200083,0.02951337419238148,0.04755037721507743,0.10121714274994514,0.1705110141651079,0.2271950714469469,0.2890348240235852,0.3598325293144556,0.4380260098355862,0.5043389908776372,0.5440570139370464,0.5594323563035049,0.5790277450838637,0.6251726759328677,0.6764782773148841,0.7137469186232817,0.7551664067018098,0.8127094464795792,1.0428078490163422]","[null,7.253867519988153e-15,7.263014128673777e-15,7.265993828080948e-15,7.180535806101049e-15,7.27467700409593e-15,7.24707997787441e-15,7.243989109330174e-15,7.246673446680453e-15,7.239075271340243e-15,7.235310358835636e-15,7.226794554911779e-15,7.229501218730965e-15,7.261587627688264e-15,7.236788632308783e-15,7.237343720834004e-15,7.228615306243403e-15,7.238256993150839e-15,7.316125358992547e-15,7.35734376521791e-15,1.1996915191996526e-15]"
0.9999999999999999,sqp_rti,0,"[0.17099034414017644,-0.005853330053416705,0.1302151558910282]",0.137235995658397,0.016545452177524567,"[-2.980232227667301e-09,0.13337431684885354,0.17739956078437996,0.35054202896225944,0.49598731929675416,0.5562616652382733,0.5653857021429041,0.517305332528484,0.469898681117863,0.4550176319545714,0.4266886521625121,0.4110916014181723,0.5103553380571964,0.19780323832992935,0.19238150276250404,0.2801226669600128,0.30673717294081176,0.3014254322050956,null,0.2421597496426447,0.5334121384392823]","[null,2.75868256034435e-15,2.76264486620162e-15,2.755242013800854e-15,2.7617205974167315e-15,2.7555088498390518e-15,2.755732044879525e-15,2.756232198693743e-15,2.756018871874786e-15,2.7552538304171213e-15,2.7512533548381763e-15,2.781570017318548e-15,2.7526676106498875e-15,2.7765389927587366e-15,2.776538992758888e-15,2.776538992759065e-15,2.7765389927589134e-15,2.776538992759292e-15,2.776538992759027e-15,2.7645265348000954e-15,6.612732214210588e-16]"
1.0999999999999999,sqp_rti,0,"[0.08579719144485573,0.08045284913944915,0.10014475483305113]",0.15339257450644406,0.01657361537218094,"[-2.980232227667301e-09,0.07940753924649618,0.07421166795374973,0.11529135966900289,0.11796026326573356,0.10802240614573516,0.09695207918985888,0.1714554731899927,0.3311466926969871,0.4619552715571363,0.5050240847657193,0.48580730405005285,0.4262900493344624,null,0.38134032689072656,0.42925290922588816,0.4516037271684315,0.47613056883780375,0.5345395716385875,0.5514535869215968,null]","[null,2.699859133652659e-13,2.6998885320162077e-13,2.7012208974355167e-13,2.7019548225552857e-13,2.704082196524769e-13,2.702182711344448e-13,2.704369911143856e-13,2.7006272082548367e-13,2.7016601881256035e-13,2.7018449213923765e-13,2.699912987050968e-13,2.7043720978827316e-13,2.7084075724496743e-13,2.697778996055689e-13,2.7003185945321847e-13,2.7047912939759433e-13,2.7041727408386866e-13,2.7036131378612734e-13,2.7095218507431075e-13,3.644900526021239e-14]"
1.2,sqp_rti,0,"[0.09047596618784202,0.741126984368132,0.07649735532606922]",0.1709978791592179,0.016253754496574402,"[-2.980232227667301e-09,-2.980232227667301e-09,0.012597318624653686,0.08657729720726676,null,0.05998203752011594,0.14720011577038222,0.1951218078109827,0.2737585397525944,0.245149412266432,0.276993933949308,0.3715508105017658,0.5553519363779384,0.6073674588560782,0.5262161262022576,0.4470684364238387,0.33719231132435273,0.3750335637221152,0.5211542742310804,0.6537512169695094,0.7450281605316096]","[null,5.816087446851104e-15,5.8008000609341335e-15,5.815268853471959e-15,5.816087446851306e-15,5.79744875322069e-15,5.802380873168236e-15,5.802764795201093e-15,5.8190804176469784e-15,5.785293714574645e-15,5.8103092242171815e-15,5.812022522675865e-15,5.8008192426362426e-15,5.7956332082481546e-15,5.7916808621982304e-15,5.832906194198931e-15,5.823490540450736e-15,5.8297854823088945e-15,5.7902040709468e-15,5.79028102433699e-15,1.2744889544239936e-15]"
1.3,sqp_rti,0,"[0.09704707189691894,0.29679363838073713,0.08907706560912847]",0.1766571763507173,0.013793479651212692,"[-2.980232227667301e-09,0.06934595703384777,0.1858701608852858,0.24896553392922166,0.15526361447029197,0.20285187719093561,-2.980232227667301e-09,0.18936342369132647,0.21558218704564497,0.2206016125292159,0.2534737626021009,0.2537494086378452,0.03955678024382153,0.08933345917134333,0.12038366956800034,0.1236570760716525,0.03454446693983276,0.13463423555307658,0.28362293306098235,0.5302045422933304,0.6908134848893421]","[null,2.407969554172744e-14,2.410167017944986e-14,2.4172374104623177e-14,2.4101894337397796e-14,2.413676917056953e-14,2.4166871728763817e-14,2.4099577673565754e-14,2.4098704711107088e-14,2.4109005151615235e-14,2.412749935077115e-14,2.411574497976692e-14,2.4122204233842136e-14,2.410955767035982e-14,2.407670750868657e-14,2.4116625323375742e-14,2.409436217270259e-14,2.410050098892472e-14,2.4143104674122495e-14,2.4108217195528575e-14,3.0168451795519264e-15]"
1.4000000000000001,sqp_rti,0,"[0.050040950604826995,0.30320152862523747,0.0635513917779221]",0.19243586267423948,0.01300489529967308,"[-2.980232227667301e-09,0.10246156499894427,0.1734270122099904,0.20823304683526517,null,0.0001375115271609606,0.25994887286924034,2.6221030569040238e-08,0.1937979531713781,null,null,-2.980232227667301e-09,0.14965815372263763,0.15682204810441008,0.1407250888088683,0.22924680562640082,0.1565196282852342,0.18803314860796322,0.2165887928726849,0.33288320440537317,0.8642083062788835]","[null,5.641488838165695e-17,5.643675084544548e-17,5.654330583697997e-17,5.650353150621175e-17,5.651834060528418e-17,5.65476537925436e-17,5.650403933071157e-17,5.659529409256091e-17,5.650353150618651e-17,5.650353150621175e-17,5.650353150550493e-17,5.636019928598065e-17,5.645134893232894e-17,5.64882376764731e-17,5.642209091906147e-17,5.640689153470388e-17,5.640661726952707e-17,5.64601389453483e-17,5.65877250769108e-17,7.225162537092639e-18]"
1.5000000000000002,sqp_rti,0,"[0.09167323753658098,0.7460067561603341,0.07453296582375077]",0.197873158817791,0.012298215180635452,"[-2.980232227667301e-09,-5.181483242466811e-09,0.09517345103017566,0.2259688535023699,0.045883392988121774,0.1706025252711097,0.11503075311209515,null,null,2.9437400100862376e-08,0.05979880868311832,0.13768749571044864,null,0.003813804608221394,0.032462346787590635,0.04614600919106043,0.10486345137493497,0.14875483491307123,0.20380019958801993,0.24864959060301645,0.5115417287563175]","[null,2.7441113185874034e-14,2.7436169593342484e-14,2.7455133848677466e-14,2.7429961187102853e-14,2.7436653926161096e-14,2.7480638542431864e-14,2.7441106742931427e-14,2.7441106742930997e-14,2.744124121955259e-14,2.742925331468562e-14,2.742619407725352e-14,2.7441106742932537e-14,2.74428593480652e-14,2.7434550938642914e-14,2.7432663669856602e-14,2.7466618353923365e-14,2.7444718660095307e-14,2.7438240663993686e-14,2.7483994005449073e-14,2.9985719306458497e-15]"
