solve_step,horizon_stage,phi,d_mf_mask,phi_gt_d_mf_mask,mf_valid,mf_active,row_g_residual,row_g_feasible,row_m_residual_before_slack,row_m_lower_slack,row_m_residual_after_slack,row_m_feasible_before_slack,row_m_feasible_after_slack
0,1,0.029999956488609314,0.001,True,True,True,0.04134007943214835,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,2,0.029999956488609314,0.001,True,True,True,0.05360430481352929,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,3,0.029999956488609314,0.001,True,True,True,0.06578467722594994,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,4,0.029999956488609314,0.001,True,True,True,0.07787059152932585,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,5,0.029999956488609314,0.001,True,True,True,0.08985069684408187,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,6,0.029999956488609314,0.001,True,True,True,0.10171429392994369,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,7,0.029999956488609314,0.001,True,True,True,0.11345249988986272,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,8,0.029999956488609314,0.001,True,True,True,0.1250593599694294,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,9,0.029999956488609314,0.001,True,True,True,0.13653302807912382,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,10,0.029999956488609314,0.001,True,True,True,0.14787709237923785,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,11,0.029999956488609314,0.001,True,True,True,0.1591020672982041,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,12,0.029999956488609314,0.001,True,True,True,0.17022698035565176,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,13,0.029999956488609314,0.001,True,True,True,0.18128081155003328,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,14,0.029999956488609314,0.001,True,True,True,0.19230324305103907,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
0,15,0.029999956488609314,0.001,True,True,True,0.20334369698832833,True,0.20000000298023224,7.519803196122416e-12,0.20000000298775203,True,True
